datetime,aqi,pm2_5,pm10,co,no2,o3,so2,month,quarter,hour,season,tmp,v850,t925,p,t750,v750,v500,u850,u925,u750,u,t500,v,v925,t995,rh,u500,t850
2017-05-08 08:00:00,80.0,40.0,109.0,0.6,80.0,34.0,7.0,5,2,8,spring,22.35,-0.5,2.45001,100418.0,-21.15,1.7,11.5,-1.59,-1.46,-0.5,-1.21,-54.25,-0.96,0.0,21.42,16.7,12.3,-9.25
2017-05-08 11:00:00,87.0,61.0,124.0,0.6,92.0,51.0,8.0,5,2,11,spring,28.85,0.04,2.45001,100335.0,-22.35,-1.01,6.9,-2.02,-1.74,-3.08,0.54,-53.85,0.27,0.3,26.1,11.6,4.3,-9.34998
2017-05-08 14:00:00,82.0,60.0,89.0,0.5,48.0,143.0,8.0,5,2,14,spring,30.25,0.0,2.25,100165.0,-22.55,-1.6,6.7,-1.64,-0.7,-5.7,1.5,-53.25,2.61,0.5,28.65,11.6,0.4,-9.649989999999999
2017-05-08 17:00:00,83.0,50.0,,0.3,31.0,186.0,7.0,5,2,17,spring,30.35,-1.88,2.25,100046.0,-21.55,-0.36,5.6,-2.34,-1.04,-7.77,1.76,-52.95,3.37,-1.22,29.35,13.2,-0.1,-9.649989999999999
2017-05-08 20:00:00,94.0,63.0,137.0,0.8,33.0,171.0,12.0,5,2,20,spring,23.55,-3.7,2.05002,100102.0,-21.15,-1.93,2.6,-3.54,-0.7,-10.99,1.49,-52.45,3.4,-0.3,25.15,22.4,-0.6,-9.44998
2017-05-08 23:00:00,138.0,105.0,199.0,0.9,40.0,119.0,17.0,5,2,23,spring,21.25,-3.19,1.85001,100178.0,-20.85,-4.69,-1.7,-3.92,1.26,-8.88,2.24,-52.85,5.21,-0.69,21.95,30.9,-2.9,-9.25
2017-05-09 02:00:00,68.0,26.0,86.0,0.3,19.0,89.0,11.0,5,2,2,spring,17.75,-1.0,1.9500099999999998,100153.0,-20.55,-2.71,-5.0,-4.7,0.6,-5.0,3.21,-53.05,5.37,-1.3,17.95,50.6,-4.9,-9.25
2017-05-09 05:00:00,66.0,32.0,82.0,0.5,24.0,52.0,7.0,5,2,5,spring,14.45,-1.83,1.75,100231.0,-20.75,-4.67,-8.2,-1.27,1.52,-1.9,1.39,-53.45,3.3,-1.54,15.4,67.3,-3.7,-9.44998
2017-05-09 08:00:00,73.0,43.0,95.0,0.5,29.0,63.0,13.0,5,2,8,spring,19.65,-4.73,1.65002,100483.0,-20.65,-9.41,-8.7,2.15,4.08,1.13,1.47,-53.75,3.8,-1.04,17.79,52.0,-2.7,-9.25
2017-05-09 11:00:00,68.0,46.0,85.0,0.6,16.0,125.0,13.0,5,2,11,spring,26.25,-5.74,2.15002,100346.0,-20.15,-10.4,-8.6,4.88,5.31,2.55,2.68,-54.15,5.54,-0.4,23.4,29.8,0.9,-8.34998
2017-05-09 14:00:00,78.0,31.0,106.0,0.3,8.0,171.0,6.0,5,2,14,spring,28.35,-8.55,2.8500099999999997,100198.0,-19.85,-9.9,-8.8,6.96,5.82,3.85,2.27,-54.35,7.75,-2.52,25.93,22.5,4.7,-7.549989999999999
2017-05-09 17:00:00,77.0,30.0,104.0,0.3,11.0,171.0,5.0,5,2,17,spring,28.35,-7.48,3.8500099999999997,100037.0,-19.35,-9.99,-10.0,8.38,8.64,6.31,1.93,-54.35,7.02,-2.83,26.95,21.3,6.8,-6.75
2017-05-09 20:00:00,83.0,33.0,115.0,0.4,19.0,146.0,5.0,5,2,20,spring,19.75,-2.75,3.8500099999999997,100246.0,-17.65,-5.16,-6.9,7.44,10.78,4.92,-2.46,-54.85,2.11,-2.11,20.55,43.2,8.3,-6.44998
2017-05-09 23:00:00,61.0,35.0,71.0,0.6,38.0,73.0,6.0,5,2,23,spring,15.65,1.42,2.65002,100353.0,-16.95,-1.62,-1.3,8.22,10.9,7.16,-2.44,-55.25,0.91,-2.63,16.35,68.0,11.0,-6.34998
2017-05-10 02:00:00,58.0,41.0,47.0,0.5,38.0,40.0,3.0,5,2,2,spring,13.05,0.72,2.45001,100250.0,-17.15,1.45,3.4,11.02,10.23,12.1,-0.83,-55.25,0.24,-1.87,15.75,78.1,10.0,-7.44998
2017-05-10 05:00:00,72.0,52.0,53.0,0.4,29.0,46.0,3.0,5,2,5,spring,11.75,-1.13,1.45001,100264.0,-17.45,1.3,2.5,11.18,9.37,14.87,-1.25,-53.95,-0.27,-2.74,15.05,84.0,11.1,-7.94998
2017-05-10 08:00:00,82.0,60.0,68.0,0.6,40.0,41.0,5.0,5,2,8,spring,18.85,2.14,0.150024,100283.0,-18.25,2.6,-0.5,10.99,8.66,12.45,-0.84,-52.15,-0.31,-3.39,16.85,57.6,11.3,-8.149989999999999
2017-05-10 11:00:00,57.0,40.0,53.0,0.7,31.0,96.0,6.0,5,2,11,spring,27.75,-1.21,-0.649994,100125.0,-18.55,-1.81,0.2,11.77,9.65,12.52,0.89,-52.45,-2.27,-5.79,25.05,22.7,13.4,-8.04999
2017-05-10 14:00:00,51.0,14.0,51.0,0.2,18.0,109.0,2.0,5,2,14,spring,30.75,-8.03,-0.649994,99992.5,-19.05,-5.2,-2.0,13.66,10.87,13.04,5.18,-52.45,-3.38,-6.13,28.35,11.8,17.2,-9.149989999999999
2017-05-10 17:00:00,77.0,28.0,104.0,0.2,20.0,171.0,5.0,5,2,17,spring,30.75,-10.7,0.8500059999999999,99927.2,-19.45,-9.99,-9.8,14.69,10.95,13.57,4.98,-51.95,-3.15,-6.61,29.45,10.8,24.8,-9.25
2017-05-10 20:00:00,69.0,32.0,88.0,0.4,30.0,146.0,7.0,5,2,20,spring,24.25,-9.63,1.9500099999999998,100040.0,-19.85,-12.33,-10.0,17.81,9.83,16.04,2.57,-52.35,4.4,-6.55,26.45,22.2,27.4,-9.25
2017-05-10 23:00:00,64.0,39.0,78.0,0.5,39.0,83.0,7.0,5,2,23,spring,20.35,-9.0,2.45001,100131.0,-19.75,-11.79,-9.1,15.18,9.9,13.47,2.76,-52.15,2.12,-4.89,23.15,27.3,28.6,-8.649989999999999
2017-05-11 02:00:00,55.0,37.0,59.0,0.7,51.0,15.0,2.0,5,2,2,spring,15.65,-9.27,2.75,100072.0,-18.85,-11.05,-6.9,12.87,10.37,11.44,1.3,-52.95,-0.43,-7.44,22.75,31.8,31.0,-7.64999
2017-05-11 05:00:00,49.0,34.0,45.0,0.7,63.0,2.0,2.0,5,2,5,spring,13.45,-9.38,3.6500199999999996,100044.0,-18.85,-7.7,-3.4,12.09,10.99,13.47,-0.2,-53.45,-0.09,-7.98,22.35,33.6,34.9,-7.44998
2017-05-11 08:00:00,65.0,22.0,80.0,0.6,64.0,36.0,2.0,5,2,8,spring,25.35,-2.22,3.5500199999999995,100086.0,-19.85,-1.23,1.7,11.74,13.13,14.13,0.54,-50.55,-0.46,-5.09,23.65,15.6,54.1,-7.94998
2017-05-11 11:00:00,339.0,46.0,451.0,0.5,33.0,63.0,5.0,5,2,11,spring,29.35,-0.5,3.45001,100294.0,-20.25,-0.35,2.1,17.64,15.86,19.02,6.73,-51.75,-9.2,-1.6,27.25,12.3,55.6,-7.44998
2017-05-11 14:00:00,150.0,40.0,249.0,0.3,22.0,103.0,2.0,5,2,14,spring,30.35,-6.58,0.350006,100235.0,-18.85,-8.03,2.0,25.9,18.97,25.01,8.07,-52.25,-6.75,-1.61,28.25,8.7,48.6,-7.549989999999999
2017-05-11 17:00:00,93.0,22.0,136.0,,37.0,,2.0,5,2,17,spring,28.55,-7.09,-0.25,100330.0,-17.85,-6.92,1.2,23.04,17.1,25.87,5.25,-53.65,-8.59,-3.24,27.15,6.5,40.1,-7.549989999999999
2017-05-11 20:00:00,86.0,22.0,122.0,0.4,16.0,107.0,2.0,5,2,20,spring,20.35,-13.13,-1.04999,100520.0,-16.95,-11.04,-2.0,23.75,19.63,26.15,0.57,-53.55,-5.13,-8.1,22.05,8.2,36.8,-7.14999
2017-05-11 23:00:00,109.0,34.0,168.0,0.5,22.0,84.0,2.0,5,2,23,spring,15.65,-6.24,0.25,100713.0,-17.75,-4.62,-6.1,19.42,16.95,22.75,-1.91,-54.65,-3.6,-8.7,17.35,8.8,34.4,-7.44998
2017-05-12 02:00:00,71.0,36.0,92.0,0.5,21.0,53.0,2.0,5,2,2,spring,12.75,-2.36,0.350006,100563.0,-18.85,1.57,-4.9,18.45,17.05,21.25,-1.47,-55.25,-1.37,-10.51,16.35,9.5,35.1,-7.84998
2017-05-12 05:00:00,116.0,44.0,181.0,0.5,49.0,33.0,2.0,5,2,5,spring,12.85,-6.29,-1.34998,100593.0,-19.65,-1.81,-6.4,19.02,17.11,23.28,1.99,-55.45,3.61,-10.53,13.95,9.6,31.8,-9.34998
2017-05-12 08:00:00,112.0,46.0,174.0,0.6,25.0,67.0,7.0,5,2,8,spring,19.95,-12.93,-0.649994,100499.0,-19.25,-6.6,-5.0,20.46,16.93,20.87,4.15,-55.65,4.55,-5.34,18.55,8.2,27.0,-9.84998
2017-05-12 11:00:00,163.0,57.0,275.0,0.6,14.0,97.0,6.0,5,2,11,spring,26.45,-12.77,0.75,100105.0,-18.75,-15.78,-5.9,23.85,17.42,23.95,6.12,-56.15,6.27,-3.92,23.99,6.3,27.8,-9.44998
2017-05-12 14:00:00,139.0,49.0,227.0,0.6,13.0,138.0,7.0,5,2,14,spring,29.65,-9.24,1.25,99639.6,-18.15,-11.8,-11.8,27.22,17.9,29.39,3.21,-54.95,9.16,-2.88,27.25,7.1,25.0,-8.75
2017-05-12 17:00:00,127.0,59.0,203.0,0.7,15.0,175.0,13.0,5,2,17,spring,30.75,-4.26,3.95001,99176.9,-19.35,-3.84,-26.5,19.7,14.81,26.89,2.33,-55.45,4.63,-4.64,30.45,11.8,34.3,-7.84998
2017-05-12 20:00:00,131.0,53.0,211.0,0.8,44.0,123.0,12.0,5,2,20,spring,20.95,0.65,1.5500200000000002,99501.9,-19.45,-4.43,-32.2,20.51,9.1,28.09,0.71,-56.35,-1.71,-5.45,25.15,15.7,36.7,-8.44998
2017-05-12 23:00:00,68.0,34.0,86.0,0.6,34.0,72.0,2.0,5,2,23,spring,18.45,-3.75,0.8500059999999999,99735.2,-19.45,-5.52,-31.5,21.4,14.78,27.76,0.3,-55.45,-5.04,-8.9,19.95,18.5,43.5,-8.25
2017-05-13 02:00:00,94.0,31.0,137.0,0.5,16.0,75.0,2.0,5,2,2,spring,14.25,-8.3,-2.54999,99880.2,-20.15,-12.21,-23.0,24.5,18.56,31.06,0.21,-53.75,-2.55,-13.7,16.65,17.2,47.9,-10.25
2017-05-13 05:00:00,129.0,29.0,208.0,0.2,8.0,84.0,2.0,5,2,5,spring,16.55,-21.48,-3.9499800000000005,100167.0,-21.85,-24.64,-23.5,15.39,11.98,18.77,3.1,-50.25,-7.6,-18.43,16.65,16.5,36.8,-11.05
2017-05-13 08:00:00,63.0,12.0,76.0,0.2,10.0,65.0,2.0,5,2,8,spring,18.65,-25.63,-1.75,100499.0,-17.85,-29.02,-29.1,6.18,3.75,12.36,1.6,-52.15,-9.02,-18.66,17.15,23.0,26.3,-7.049989999999999
2017-05-13 11:00:00,51.0,9.0,51.0,0.3,10.0,78.0,2.0,5,2,11,spring,22.85,-21.77,-0.049987800000000006,100524.0,-17.45,-24.32,-31.8,10.01,6.0,14.08,3.81,-54.95,-8.8,-16.84,20.45,16.5,28.1,-6.84998
2017-05-13 14:00:00,35.0,6.0,35.0,0.2,13.0,92.0,2.0,5,2,14,spring,26.35,-19.54,-0.8499760000000001,100390.0,-17.55,-18.11,-28.2,8.66,3.89,14.16,4.47,-55.15,-4.96,-15.97,23.95,14.3,32.5,-6.84998
2017-05-13 17:00:00,45.0,16.0,45.0,0.2,13.0,97.0,2.0,5,2,17,spring,27.75,-15.93,-2.04999,100368.0,-18.35,-16.38,-26.6,8.91,3.67,15.84,2.92,-55.25,-4.19,-12.5,26.25,13.9,37.5,-7.549989999999999
2017-05-13 20:00:00,56.0,16.0,61.0,0.1,26.0,64.0,2.0,5,2,20,spring,20.05,-13.7,-1.04999,100424.0,-18.65,-15.89,-22.8,9.92,3.64,15.5,2.46,-55.05,-1.24,-13.29,24.05,25.2,37.8,-7.84998
2017-05-13 23:00:00,64.0,23.0,77.0,0.2,51.0,34.0,2.0,5,2,23,spring,18.45,-11.69,-1.4499799999999998,100646.0,-18.55,-13.34,-23.0,11.31,2.86,15.7,3.37,-55.25,-1.69,-10.47,20.45,28.7,35.0,-8.44998
2017-05-14 02:00:00,55.0,16.0,59.0,0.1,18.0,62.0,2.0,5,2,2,spring,17.35,-11.86,-1.64999,100899.0,-19.05,-13.51,-20.8,10.16,4.88,15.38,-1.46,-55.55,-4.89,-9.86,18.45,32.7,35.1,-9.75
2017-05-14 05:00:00,21.0,7.0,12.0,0.1,13.0,67.0,2.0,5,2,5,spring,14.85,-13.25,-2.25,101115.0,-19.45,-15.92,-18.5,10.58,6.96,15.01,-2.57,-55.25,-1.5,-11.83,16.75,39.0,36.8,-10.45
2017-05-14 08:00:00,23.0,3.0,23.0,0.1,17.0,73.0,2.0,5,2,8,spring,20.75,-15.27,-2.25,101238.0,-18.95,-14.92,-14.6,12.28,7.46,13.92,-2.14,-55.55,-1.04,-15.82,19.25,28.7,38.2,-10.25
2017-05-14 11:00:00,32.0,8.0,32.0,0.1,14.0,90.0,2.0,5,2,11,spring,25.25,-16.77,-3.25,101069.0,-18.75,-16.76,-14.1,11.16,7.98,13.97,0.42,-55.55,-3.55,-14.3,22.92,20.1,38.2,-9.84998
2017-05-14 14:00:00,38.0,18.0,,0.1,8.0,121.0,2.0,5,2,14,spring,27.75,-16.23,-3.54999,100770.0,-19.35,-20.1,-11.4,9.51,7.35,13.25,0.15,-54.65,-4.07,-10.39,25.35,14.5,39.3,-9.149989999999999
2017-05-14 23:00:00,68.0,21.0,86.0,0.6,55.0,64.0,2.0,5,2,23,spring,17.15,-10.34,-2.75,100971.0,-20.15,-14.25,-7.2,9.04,4.24,11.15,2.29,-54.65,-1.29,-6.59,19.95,34.3,32.2,-11.45
2017-05-15 02:00:00,39.0,7.0,39.0,0.4,28.0,41.0,2.0,5,2,2,spring,15.85,-9.85,-3.04999,100980.0,-20.85,-12.6,-4.9,7.13,3.78,8.69,1.29,-54.35,-2.81,-9.57,18.1622,26.9,27.8,-11.25
2017-05-15 05:00:00,22.0,5.0,,0.3,44.0,20.0,2.0,5,2,5,spring,13.75,-10.1,-3.1499900000000003,101146.0,-21.05,-13.07,-3.8,6.5,3.75,8.14,-2.91,-53.75,-2.61,-12.07,15.25,36.6,24.1,-11.25
2017-05-15 08:00:00,92.0,38.0,134.0,1.8,52.0,36.0,30.0,5,2,8,spring,19.55,-9.86,-3.9499800000000005,101260.0,-22.35,-8.17,-4.7,7.35,3.71,8.34,-3.21,-52.15,0.8,-12.4,17.89,39.4,17.6,-12.05
2017-05-15 11:00:00,74.0,24.0,98.0,1.0,29.0,88.0,16.0,5,2,11,spring,25.45,-9.34,-3.6499900000000003,101102.0,-21.95,-7.76,-8.3,2.49,3.48,0.52,-1.87,-51.05,0.1,-10.17,22.85,19.7,2.1,-11.85
2017-05-15 14:00:00,40.0,28.0,32.0,0.5,16.0,125.0,6.0,5,2,14,spring,27.25,-8.53,-3.3499800000000004,100896.0,-20.35,-9.26,-15.9,-1.64,2.4,-7.92,-1.31,-53.25,-1.29,-10.63,24.85,16.2,-13.0,-10.65
2017-05-15 17:00:00,53.0,27.0,55.0,0.5,14.0,157.0,5.0,5,2,17,spring,27.45,-9.21,-1.54999,100701.0,-19.25,-10.01,-21.1,-0.63,7.39,-3.32,-2.59,-55.05,1.58,-10.91,25.85,15.8,-19.1,-9.04999
2017-05-15 20:00:00,55.0,17.0,60.0,0.4,19.0,137.0,3.0,5,2,20,spring,20.35,-10.66,0.350006,100664.0,-18.65,-10.39,-25.6,0.83,3.15,-0.07,1.66,-55.65,4.29,-12.32,21.75,26.9,-17.8,-7.94998
2017-05-15 23:00:00,55.0,23.0,60.0,0.4,21.0,99.0,3.0,5,2,23,spring,17.65,-10.79,0.350006,100713.0,-18.25,-10.21,-29.2,2.82,0.84,-0.2,2.3,-55.85,3.55,-6.42,18.85,34.0,-13.4,-9.25
2017-05-16 02:00:00,60.0,32.0,70.0,0.6,26.0,82.0,10.0,5,2,2,spring,16.05,-11.28,0.45001199999999997,100631.0,-17.45,-11.11,-22.4,5.0,2.18,1.5,1.77,-56.05,2.24,-4.31,17.45,35.0,-2.7,-9.44998
2017-05-16 05:00:00,60.0,33.0,69.0,0.6,26.0,53.0,3.0,5,2,5,spring,15.85,-11.8,0.350006,100508.0,-17.35,-15.5,-21.0,-1.8,1.36,-1.34,1.56,-55.25,1.72,-6.65,16.95,37.7,-4.6,-8.75
2017-05-16 08:00:00,63.0,41.0,76.0,0.9,60.0,49.0,9.0,5,2,8,spring,21.85,-10.81,0.75,100437.0,-16.85,-17.42,-30.4,-4.61,-3.03,-2.09,1.35,-54.05,0.73,-7.6,20.35,32.2,-22.7,-8.25
2017-05-16 11:00:00,79.0,58.0,103.0,0.7,53.0,123.0,10.0,5,2,11,spring,28.45,-11.81,1.65002,100256.0,-16.15,-17.18,-31.7,-1.85,-2.1,-1.67,1.5,-54.55,1.71,-7.72,26.25,21.0,-15.3,-7.64999
2017-05-16 14:00:00,99.0,40.0,83.0,0.5,13.0,199.0,11.0,5,2,14,spring,31.85,-13.84,2.8500099999999997,100016.0,-15.55,-16.87,-28.7,-2.25,0.78,-2.44,2.19,-53.75,3.57,-8.61,29.35,16.2,-6.4,-6.64999
2017-05-16 17:00:00,100.0,35.0,132.0,0.5,15.0,200.0,12.0,5,2,17,spring,32.05,-15.31,4.45001,99800.1,-14.75,-15.69,-25.1,-1.15,4.97,-2.98,3.08,-53.25,4.76,-9.66,30.55,15.3,-3.8,-5.54999
2017-05-16 20:00:00,73.0,33.0,95.0,0.5,42.0,176.0,14.0,5,2,20,spring,24.55,-16.37,6.55002,99789.8,-14.05,-18.15,-19.8,6.84,5.18,0.18,1.2,-52.75,4.37,-7.17,25.85,24.3,-3.1,-4.64999
2017-05-16 23:00:00,68.0,35.0,85.0,0.6,35.0,141.0,12.0,5,2,23,spring,21.55,-10.55,6.65002,99843.3,-14.25,-14.29,-19.1,5.42,5.84,1.72,0.89,-52.65,4.65,-2.67,22.75,29.9,0.4,-3.9499800000000005
2017-05-17 02:00:00,70.0,44.0,90.0,0.6,35.0,83.0,8.0,5,2,2,spring,18.25,-7.82,7.05002,99848.4,-14.25,-11.02,-19.1,3.35,2.58,1.13,1.23,-52.65,2.28,-2.73,20.65,36.9,1.8,-3.75
2017-05-17 05:00:00,63.0,44.0,75.0,0.7,34.0,27.0,2.0,5,2,5,spring,14.65,-7.02,6.85001,99916.5,-14.25,-9.43,-19.2,2.37,1.9,1.03,-0.33,-52.85,1.04,-3.26,20.03,46.9,-1.3,-3.75
2017-05-17 08:00:00,86.0,63.0,122.0,0.8,51.0,63.0,10.0,5,2,8,spring,23.95,-7.86,5.95001,100131.0,-13.75,-10.6,-16.4,0.38,-0.43,-0.31,-0.63,-52.55,-1.26,-3.87,22.37,32.3,-3.9,-3.3499800000000004
2017-05-17 11:00:00,118.0,89.0,134.0,0.9,51.0,152.0,15.0,5,2,11,spring,30.75,-8.37,6.05002,100057.0,-13.25,-9.5,-14.5,-1.27,-0.27,-3.32,-0.99,-52.25,0.79,-3.96,27.64,22.7,-9.7,-2.84998
2017-05-17 14:00:00,125.0,55.0,90.0,0.9,27.0,249.0,12.0,5,2,14,spring,31.35,-6.49,6.75,99998.0,-13.05,-5.7,-13.5,-2.23,-1.01,-3.37,0.16,-51.85,2.77,-6.64,29.17,22.5,-13.8,-2.6499900000000003
2017-05-17 17:00:00,128.0,58.0,95.0,0.7,24.0,255.0,8.0,5,2,17,spring,32.65,-6.16,7.75,99904.6,-12.55,-5.3,-13.2,-4.43,-5.23,-2.2,1.24,-51.95,1.84,-6.49,31.25,19.1,-12.7,-2.25
2017-05-17 20:00:00,106.0,55.0,132.0,0.8,29.0,211.0,6.0,5,2,20,spring,24.45,-7.11,8.350010000000001,100064.0,-12.35,-6.0,-9.6,-11.34,-11.43,-1.82,-0.84,-51.45,2.69,-6.88,28.45,34.3,-11.0,-2.6499900000000003
2017-05-17 23:00:00,118.0,89.0,139.0,1.2,81.0,64.0,4.0,5,2,23,spring,20.75,-7.22,8.45001,100242.0,-11.75,-4.153969999999999,-7.4,-9.44,-7.4,-1.59,-1.27,-51.45,2.6,-4.44,23.05,47.3,-5.5,-3.04999
2017-05-18 02:00:00,109.0,82.0,129.0,1.3,84.0,30.0,3.0,5,2,2,spring,18.15,-3.17,8.65002,100224.0,-11.95,-0.8,-6.2,-5.87,-2.34,0.31,-0.21,-51.45,1.32,-2.9,22.95,58.4,0.5,-2.94998
2017-05-18 05:00:00,125.0,95.0,124.0,1.2,80.0,2.0,2.0,5,2,5,spring,16.65,-0.32,8.65002,100261.0,-12.55,-1.5,-4.8,-4.66,-1.65,2.37,-1.0,-51.35,-0.51,-2.15,22.22,65.2,3.5,-2.84998
2017-05-18 08:00:00,140.0,107.0,179.0,1.3,117.0,28.0,7.0,5,2,8,spring,26.55,2.41,8.75,100367.0,-12.45,-1.92,-4.4,-4.09,-1.21,3.07,0.49,-51.15,0.6,-1.96,24.62,38.7,4.6,-2.84998
2017-05-18 11:00:00,190.0,143.0,182.0,1.2,56.0,212.0,13.0,5,2,11,spring,33.35,4.36,8.95001,100217.0,-11.75,-1.26,-4.2,-2.07,-1.21,3.77,1.73,-51.05,2.9,0.39,30.94,24.1,4.5,-2.44998
2017-05-18 14:00:00,132.0,73.0,117.0,0.9,15.0,264.0,18.0,5,2,14,spring,35.75,3.31,8.75,100106.0,-11.25,0.98,-3.6,2.42,0.08,6.36,2.37,-50.65,4.81,2.24,32.9,23.7,4.7,-2.04999
2017-05-18 17:00:00,122.0,87.0,,0.7,17.0,243.0,16.0,5,2,17,spring,36.45,-0.62,8.55002,99970.1,-10.55,-0.5,-2.9,1.94,0.13,5.68,1.81,-50.55,5.23,3.01,34.8,20.0,4.9,-1.64999
2017-05-18 20:00:00,143.0,109.0,135.0,0.9,25.0,209.0,15.0,5,2,20,spring,28.05,-3.11,8.95001,100096.0,-10.25,-0.83,-3.6,-2.31,-1.85,1.67,0.58,-50.45,4.2,2.64,29.55,37.5,5.0,-1.14999
2017-05-18 23:00:00,110.0,83.0,117.0,0.8,29.0,152.0,10.0,5,2,23,spring,25.15,0.57,9.45001,100188.0,-10.95,1.22,-2.0,-2.77,-0.16,0.14,1.47,-50.35,3.68,0.87,26.61,47.9,5.2,-0.8499760000000001
2017-05-19 02:00:00,122.0,92.0,125.0,0.7,38.0,89.0,5.0,5,2,2,spring,22.45,0.27,9.350010000000001,100151.0,-10.65,3.72,-0.7,-3.52,0.04,1.48,0.64,-50.25,2.98,-1.92,24.48,58.3,3.9,-1.25
2017-05-19 05:00:00,139.0,106.0,120.0,0.8,49.0,8.0,2.0,5,2,5,spring,19.35,1.73,9.25,100207.0,-11.45,2.78,-2.1,-2.65,-0.23,0.23,-1.15,-49.75,0.93,-0.57,23.57,70.0,5.8,-1.64999
2017-05-19 08:00:00,189.0,142.0,152.0,0.1,49.0,73.0,6.0,5,2,8,spring,28.05,1.26,8.65002,100335.0,-11.65,3.14,-0.8,-4.87,1.88,-3.77,-0.28,-49.25,1.1,-0.32,26.25,45.5,4.7,-2.25
2017-05-19 11:00:00,223.0,173.0,236.0,1.2,57.0,172.0,12.0,5,2,11,spring,34.55,2.89,8.15002,100212.0,-12.15,4.69,2.8,-4.68,2.85,-4.04,1.14,-48.85,2.17,0.54,32.31,29.8,2.0,-2.04999
2017-05-19 14:00:00,125.0,3.0,173.0,0.9,11.0,250.0,17.0,5,2,14,spring,37.95,2.81,7.85001,100105.0,-12.75,3.57,6.1,-2.22,3.15,-3.38,3.03,-48.05,4.18,2.66,35.25,17.6,3.4,-2.34998
2017-05-19 17:00:00,95.0,,140.0,,11.0,,25.0,5,2,17,spring,38.45,1.77,7.450010000000001,100006.0,-12.55,4.61,3.1,-3.19,6.07,-5.05,3.66,-47.45,5.29,4.98,36.95,9.2,6.0,-2.54999
2017-05-19 20:00:00,94.0,,138.0,0.6,16.0,156.0,9.0,5,2,20,spring,29.65,2.59,7.35001,100185.0,-11.95,7.49,-0.8,-4.55,4.74,-5.26,1.57,-47.45,5.38,4.68,30.85,19.4,3.0,-2.84998
2017-05-19 23:00:00,89.0,,128.0,0.7,26.0,101.0,9.0,5,2,23,spring,25.65,6.86,6.950010000000001,100340.0,-12.25,9.13,-1.1,-4.31,1.32,-4.87,2.22,-47.65,3.21,8.11,27.25,31.0,3.0,-4.04999
2017-05-20 02:00:00,81.0,,112.0,0.7,33.0,81.0,7.0,5,2,2,spring,22.65,11.01,6.45001,100430.0,-13.45,7.41,-0.5,-2.48,-1.52,-0.84,0.81,-47.95,2.97,10.28,24.14,38.3,5.0,-4.25
2017-05-20 05:00:00,77.0,,103.0,0.8,44.0,24.0,2.0,5,2,5,spring,19.85,10.17,5.95001,100520.0,-13.35,5.16,-2.1,0.71,-1.2,2.63,-0.75,-48.05,1.85,9.92,23.0,48.4,6.0,-4.14999
2017-05-20 08:00:00,143.0,,236.0,1.1,89.0,29.0,8.0,5,2,8,spring,27.85,6.01,5.65002,100626.0,-13.45,4.49,-7.5,1.73,-1.14,-2.08,0.28,-47.85,1.99,8.06,26.38,34.8,4.6,-3.4499800000000005
2017-05-20 11:00:00,91.0,,131.0,1.1,54.0,165.0,14.0,5,2,11,spring,34.15,4.99,5.35001,100492.0,-14.05,5.37,-11.9,-0.2,-1.88,-4.07,0.88,-47.35,2.65,7.39,31.73,23.1,5.0,-3.3499800000000004
2017-05-20 17:00:00,122.0,,99.0,0.8,7.0,243.0,6.0,5,2,17,spring,35.55,5.7,4.95001,100204.0,-13.55,9.23,-6.5,0.69,0.11,2.54,-1.38,-46.35,5.13,3.15,33.84,19.1,12.5,-3.04999
2017-05-20 20:00:00,,,,0.8,22.0,167.0,2.0,5,2,20,spring,27.15,5.17,6.35001,100321.0,-13.05,3.64,-4.0,-0.56,-3.5,2.72,-2.86,-45.65,2.97,5.24,27.76,38.6,15.1,-3.04999
2017-05-20 23:00:00,105.0,,160.0,1.2,32.0,143.0,10.0,5,2,23,spring,22.55,5.73,5.85001,100484.0,-12.65,3.05,-3.8,-0.37,-2.11,1.79,-2.91,-46.65,1.65,4.29,22.88,56.2,14.9,-2.75
2017-05-21 02:00:00,82.0,60.0,72.0,0.9,27.0,109.0,8.0,5,2,2,spring,19.75,4.99,6.75,100548.0,-12.85,3.1,-13.2,1.34,0.23,1.7,-3.17,-47.65,-0.6,5.61,20.03,54.1,15.0,-2.54999
2017-05-21 05:00:00,74.0,,98.0,1.5,34.0,60.0,18.0,5,2,5,spring,17.85,3.83,6.55002,100591.0,-12.55,3.23,-18.4,1.71,1.22,2.53,-2.57,-47.75,-1.04,4.84,18.46,55.0,16.2,-2.54999
2017-05-21 08:00:00,97.0,65.0,143.0,1.6,40.0,48.0,22.0,5,2,8,spring,23.85,2.98,6.15002,100678.0,-12.05,3.34,-16.3,2.39,1.84,4.5,-3.92,-47.75,-0.06,2.8,21.93,50.4,19.2,-2.75
2017-05-21 11:00:00,85.0,63.0,115.0,1.3,32.0,108.0,25.0,5,2,11,spring,30.05,3.25,5.85001,100537.0,-11.05,0.7,-11.6,3.91,3.24,7.0,-4.42,-47.55,1.25,1.72,27.2,36.6,21.2,-2.6499900000000003
2017-05-21 14:00:00,67.0,48.0,,0.1,14.0,173.0,11.0,5,2,14,spring,32.55,4.08,6.65002,100336.0,-10.65,-0.2,-5.1,5.16,3.73,6.7,-3.5,-47.05,3.8,0.82,29.76,30.7,23.0,-2.34998
