aqi,aqi_last,tmp,tmp_last,v850,v850_last,t925,t925_last,p,p_last,t750,t750_last,v750,v750_last,v500,v500_last,u850,u850_last,u925,u925_last,u750,u750_last,u,u_last,t500,t500_last,v,v_last,v925,v925_last,t995,t995_last,rh,rh_last,u500,u500_last,t850,t850_last,season_fall,season_spring,season_summer,season_winter,t_diff,t_diff_last
60.0,67.0,1.93322753906,2.74157714844,1.07936525345,-0.907570779324,-13.191802978499998,-11.6356201172,101731.679688,101666.023438,-28.5676116943,-27.008102416999996,2.80166506767,-0.481293946505,9.89985370636,9.99993896484,15.1803760529,17.1376609802,10.4822092056,11.2307538986,20.678768158,22.3740921021,1.03119623661,0.480390608311,-55.549987793,-57.2499847412,0.928937971592,1.39056146145,-4.04496097565,-4.60807609558,3.00964355469,3.50964355469,29.0,27.8999996185,41.233669281,42.4465827942,-19.049987793,-17.049987793,0,0,0,1,-1.0764160156299998,-0.76806640625
58.0,60.0,1.35284423828,1.93322753906,2.2692284584,1.07936525345,-16.0720214844,-13.191802978499998,101742.820312,101731.679688,-29.8500213623,-28.5676116943,8.71624469757,2.80166506767,9.39990234375,9.89985370636,14.6624336243,15.1803760529,8.315453529360001,10.4822092056,18.9739665985,20.678768158,0.757207036018,1.03119623661,-52.7500152588,-55.549987793,-0.7005981206890001,0.928937971592,-2.44355940819,-4.04496097565,2.61361694336,3.00964355469,28.3000011444,29.0,37.7827720642,41.233669281,-21.3337860107,-19.049987793,0,0,0,1,-1.2607727050799997,-1.0764160156299998
63.0,58.0,2.41729736328,1.35284423828,-1.55492675304,2.2692284584,-17.7650299072,-16.0720214844,101709.085938,101742.820312,-32.450012207,-29.8500213623,8.5380563736,8.71624469757,-2.59254145622,9.39990234375,12.381383895899999,14.6624336243,10.172121048,8.315453529360001,18.214515686,18.9739665985,2.04613280296,0.757207036018,-50.049987793,-52.7500152588,-2.34769034386,-0.7005981206890001,-4.31510019302,-2.44355940819,3.38613891602,2.61361694336,29.2000007629,28.3000011444,32.400005340599996,37.7827720642,-24.450012206999997,-21.3337860107,0,0,0,1,-0.9688415527400003,-1.2607727050799997
65.0,63.0,2.10083007812,2.41729736328,-7.59852027893,-1.55492675304,-18.1492767334,-17.7650299072,101731.101562,101709.085938,-34.6499938965,-32.450012207,-7.958529949189999,8.5380563736,-10.6999759674,-2.59254145622,10.760766029400001,12.381383895899999,7.302238464360001,10.172121048,16.7518997192,18.214515686,3.15976810455,2.04613280296,-50.0500183105,-50.049987793,-4.132560729980002,-2.34769034386,-9.96175479889,-4.31510019302,2.67956542969,3.38613891602,33.2000007629,29.2000007629,32.173774719200004,32.400005340599996,-25.9231872559,-24.450012206999997,0,0,0,1,-0.5787353515699998,-0.9688415527400003
56.0,65.0,0.863800048828,2.10083007812,-10.0731105804,-7.59852027893,-18.1777496338,-18.1492767334,101856.6875,101731.101562,-31.930725097699998,-34.6499938965,-18.3795070648,-7.958529949189999,-22.498626709,-10.6999759674,13.7449264526,10.760766029400001,8.953779220580001,7.302238464360001,18.4937648773,16.7518997192,2.4541308879900003,3.15976810455,-51.3499908447,-50.0500183105,-4.05611085892,-4.132560729980002,-10.8766307831,-9.96175479889,1.48858642578,2.67956542969,28.6000003815,33.2000007629,34.3162078857,32.173774719200004,-25.2642669678,-25.9231872559,0,0,0,1,-0.6247863769520001,-0.5787353515699998
76.0,56.0,3.67053222656,0.863800048828,-17.9824695587,-10.0731105804,-19.0605316162,-18.1777496338,102077.539062,101856.6875,-29.7011871338,-31.930725097699998,-23.8414306641,-18.3795070648,-29.0116157532,-22.498626709,12.514121055599999,13.7449264526,7.46297597885,8.953779220580001,18.721382141099998,18.4937648773,5.04555416107,2.4541308879900003,-54.2499847412,-51.3499908447,-7.625595569610001,-4.05611085892,-14.934926033,-10.8766307831,2.64492797852,1.48858642578,17.6000003815,28.6000003815,39.601146698,34.3162078857,-23.420791626,-25.2642669678,0,0,0,1,1.02560424804,-0.6247863769520001
60.0,76.0,4.55560302734,3.67053222656,-20.8888912201,-17.9824695587,-18.279510498,-19.0605316162,102116.085938,102077.539062,-27.537979126,-29.7011871338,-26.2252044678,-23.8414306641,-29.944396972699998,-29.0116157532,13.9353904724,12.514121055599999,6.36230945587,7.46297597885,21.1444282532,18.721382141099998,4.16860580444,5.04555416107,-56.449996948199995,-54.2499847412,-7.857287406919999,-7.625595569610001,-16.572214126600002,-14.934926033,3.46893310547,2.64492797852,16.5,17.6000003815,41.3336906433,39.601146698,-21.6661224365,-23.420791626,0,0,0,1,1.08666992187,1.02560424804
38.0,60.0,2.38549804688,4.55560302734,-19.6029701233,-20.8888912201,-17.732635498,-18.279510498,102317.101562,102116.085938,-25.399307251,-27.537979126,-22.811395645100003,-26.2252044678,-21.2999820709,-29.944396972699998,14.8727731705,13.9353904724,7.15615463257,6.36230945587,21.982431411700002,21.1444282532,2.4287109375,4.16860580444,-58.1500091553,-56.449996948199995,-4.71446275711,-7.857287406919999,-16.2057228088,-16.572214126600002,2.65902709961,3.46893310547,17.7000007629,16.5,40.1169319153,41.3336906433,-19.368103027300002,-21.6661224365,0,0,0,1,-0.27352905272999983,1.08666992187
27.0,38.0,0.392181396484,2.38549804688,-14.9718017578,-19.6029701233,-17.109588623,-17.732635498,102464.007812,102317.101562,-25.1218109131,-25.399307251,-16.713291168199998,-22.811395645100003,-14.461194038399999,-21.2999820709,17.1437892914,14.8727731705,8.828349113460002,7.15615463257,25.0450382233,21.982431411700002,1.04908204079,2.4287109375,-60.2499847412,-58.1500091553,-3.96400618553,-4.71446275711,-12.5361814499,-16.2057228088,0.893798828125,2.65902709961,19.8999996185,17.7000007629,37.035320282,40.1169319153,-18.649353027300002,-19.368103027300002,0,0,0,1,-0.501617431641,-0.27352905272999983
17.0,27.0,-1.39199829102,0.392181396484,-10.890859603900001,-14.9718017578,-15.464874267599999,-17.109588623,102467.773438,102464.007812,-25.9428863525,-25.1218109131,-12.799984931900001,-16.713291168199998,-9.19936561584,-14.461194038399999,19.3928127289,17.1437892914,11.842338562,8.828349113460002,25.435123443600002,25.0450382233,-0.374128401279,1.04908204079,-60.8499908447,-60.2499847412,-3.0658373832700003,-3.96400618553,-9.2646484375,-12.5361814499,-0.482971191406,0.893798828125,22.3000011444,19.8999996185,35.6000022888,37.035320282,-19.0781707764,-18.649353027300002,0,0,0,1,-0.909027099614,-0.501617431641
16.0,17.0,-2.93011474609,-1.39199829102,-9.45050239563,-10.890859603900001,-14.935211181600001,-15.464874267599999,102453.265625,102467.773438,-26.6499938965,-25.9428863525,-10.8399410248,-12.799984931900001,-8.699999809269999,-9.19936561584,20.1968746185,19.3928127289,14.0185203552,11.842338562,25.812772750900002,25.435123443600002,-1.2862182855600002,-0.374128401279,-60.0404205322,-60.8499908447,-1.0952074527700002,-3.0658373832700003,-7.402080059049998,-9.2646484375,-1.69781494141,-0.482971191406,25.5,22.3000011444,36.204856872600004,35.6000022888,-19.4499969482,-19.0781707764,0,0,0,1,-1.2322998046800002,-0.909027099614
20.0,16.0,-3.04147338867,-2.93011474609,-9.61255073547,-9.45050239563,-15.3499755859,-14.935211181600001,102381.101562,102453.265625,-26.899597168000003,-26.6499938965,-10.5829296112,-10.8399410248,-10.9068059921,-8.699999809269999,19.716159820599998,20.1968746185,13.028437614400001,14.0185203552,25.9169101715,25.812772750900002,0.702385246754,-1.2862182855600002,-58.2499847412,-60.0404205322,1.18474602699,-1.0952074527700002,-7.539887428280001,-7.402080059049998,-2.29455566406,-1.69781494141,25.8999996185,25.5,41.1000099182,36.204856872600004,-19.728012085,-19.4499969482,0,0,0,1,-0.7469177246099998,-1.2322998046800002
37.0,20.0,-3.43215942383,-3.04147338867,-9.76019763947,-9.61255073547,-15.6744384766,-15.3499755859,102374.140625,102381.101562,-27.165817260700003,-26.899597168000003,-10.5334882736,-10.5829296112,-15.4831180573,-10.9068059921,20.4424648285,19.716159820599998,12.8199653625,13.028437614400001,26.905248641999997,25.9169101715,2.04198479652,0.702385246754,-57.0500183105,-58.2499847412,2.6180126667,1.18474602699,-7.64742660522,-7.539887428280001,-3.12408447266,-2.29455566406,26.0,25.8999996185,48.0379142761,41.1000099182,-19.549987793,-19.728012085,0,0,0,1,-0.30807495117000006,-0.7469177246099998
58.0,37.0,0.911254882812,-3.43215942383,-8.25453567505,-9.76019763947,-14.443847656199999,-15.6744384766,102199.5,102374.140625,-26.9058685303,-27.165817260700003,-8.75432395935,-10.5334882736,-16.2916927338,-15.4831180573,21.701488494899998,20.4424648285,14.7227535248,12.8199653625,28.051473617600003,26.905248641999997,3.76713848114,2.04198479652,-56.8500213623,-57.0500183105,3.05542969704,2.6180126667,-7.61014652252,-7.64742660522,-0.29345703125,-3.12408447266,18.7000007629,26.0,53.734992981000005,48.0379142761,-18.549987793,-19.549987793,0,0,0,1,1.204711914062,-0.30807495117000006
60.0,58.0,3.15060424805,0.911254882812,-7.97904777527,-8.25453567505,-13.848846435499999,-14.443847656199999,101975.820312,102199.5,-26.4756011963,-26.9058685303,-9.59491443634,-8.75432395935,-13.3535642624,-16.2916927338,22.3470478058,21.701488494899998,15.7889575958,14.7227535248,30.0246620178,28.051473617600003,2.32893800735,3.76713848114,-56.950012207,-56.8500213623,1.60912108421,3.05542969704,-8.57395744324,-7.61014652252,2.06280517578,-0.29345703125,16.3000011444,18.7000007629,56.6999778748,53.734992981000005,-18.6499938965,-18.549987793,0,0,0,1,1.0877990722700002,1.204711914062
65.0,60.0,0.779541015625,3.15060424805,-10.1181373596,-7.97904777527,-14.3173828125,-13.848846435499999,101987.726562,101975.820312,-26.049987793000003,-26.4756011963,-9.01710891724,-9.59491443634,-8.10003662109,-13.3535642624,22.9198036194,22.3470478058,16.4092273712,15.7889575958,29.9199562073,30.0246620178,1.32034182549,2.32893800735,-56.049987793,-56.950012207,2.10486316681,1.60912108421,-12.316550254800001,-8.57395744324,1.74404907227,2.06280517578,20.3999996185,16.3000011444,56.899974823,56.6999778748,-18.1500091553,-18.6499938965,0,0,0,1,-0.964508056645,1.0877990722700002
64.0,65.0,-1.1607360839799998,0.779541015625,-10.872028350799999,-10.1181373596,-14.748870849600001,-14.3173828125,102087.226562,101987.726562,-26.5398864746,-26.049987793000003,-8.65643787384,-9.01710891724,-5.89880990982,-8.10003662109,21.8588371277,22.9198036194,14.196056365999999,16.4092273712,28.5248966217,29.9199562073,0.284860819578,1.32034182549,-54.8499908447,-56.049987793,-0.399946272373,2.10486316681,-12.5749263763,-12.316550254800001,0.519500732422,1.74404907227,24.0,20.3999996185,56.5016059875,56.899974823,-18.4499969482,-18.1500091553,0,0,0,1,-1.6802368164019998,-0.964508056645
70.0,64.0,-2.0549621582,-1.1607360839799998,-10.5491504669,-10.872028350799999,-16.1499938965,-14.748870849600001,102285.742188,102087.226562,-27.0700836182,-26.5398864746,-8.83011245728,-8.65643787384,-4.8811340332,-5.89880990982,20.7890586853,21.8588371277,13.954543113699998,14.196056365999999,26.9599609375,28.5248966217,-1.4194506406799998,0.284860819578,-54.049987793,-54.8499908447,-2.33478021622,-0.399946272373,-10.066323280299999,-12.5749263763,-0.805236816406,0.519500732422,25.2000007629,24.0,56.960571289099995,56.5016059875,-19.4392700195,-18.4499969482,0,0,0,1,-1.249725341794,-1.6802368164019998
24.0,70.0,-2.30212402344,-2.0549621582,-10.3288526535,-10.5491504669,-16.691528320299998,-16.1499938965,102470.601562,102285.742188,-27.7871551514,-27.0700836182,-10.5917282104,-8.83011245728,-6.9001159668,-4.8811340332,20.211164474500002,20.7890586853,14.206198692300001,13.954543113699998,25.6599636078,26.9599609375,-2.10427737236,-1.4194506406799998,-53.549987793,-54.049987793,-2.27359604836,-2.33478021622,-7.37049770355,-10.066323280299999,-1.21014404297,-0.805236816406,29.8999996185,25.2000007629,53.8591690063,56.960571289099995,-20.1499938965,-19.4392700195,0,0,0,1,-1.09197998047,-1.249725341794
18.0,24.0,-3.69580078125,-2.30212402344,-10.800463676500001,-10.3288526535,-17.235046386700002,-16.691528320299998,102593.9375,102470.601562,-28.049987793000003,-27.7871551514,-11.2553606033,-10.5917282104,-7.68330717087,-6.9001159668,19.5995006561,20.211164474500002,13.403203010599999,14.206198692300001,25.976732254,25.6599636078,-1.48345696926,-2.10427737236,-52.8500213623,-53.549987793,0.13279296457800002,-2.27359604836,-6.8310937881500005,-7.37049770355,-2.39193725586,-1.21014404297,33.7000007629,29.8999996185,57.06614303590001,53.8591690063,-20.5525512695,-20.1499938965,0,0,0,1,-1.3038635253900002,-1.09197998047
36.0,18.0,-4.41549682617,-3.69580078125,-11.4642429352,-10.800463676500001,-17.050109863299998,-17.235046386700002,102801.390625,102593.9375,-28.6500091553,-28.049987793000003,-11.876791954000002,-11.2553606033,-8.22691631317,-7.68330717087,18.6195678711,19.5995006561,13.271794319200001,13.403203010599999,24.102041244499997,25.976732254,-0.8476171493529999,-1.48345696926,-52.148239135699995,-52.8500213623,0.3313549757,0.13279296457800002,-8.8124704361,-6.8310937881500005,-3.17477416992,-2.39193725586,34.0755119324,33.7000007629,56.9015769958,57.06614303590001,-20.7926177979,-20.5525512695,0,0,0,1,-1.24072265625,-1.3038635253900002
53.0,36.0,0.591186523438,-4.41549682617,-13.0584831238,-11.4642429352,-16.256652832,-17.050109863299998,102874.210938,102801.390625,-28.8499908447,-28.6500091553,-13.3409767151,-11.876791954000002,-10.6999635696,-8.22691631317,17.6048526764,18.6195678711,12.661137580899998,13.271794319200001,20.1183738708,24.102041244499997,-0.8131103515620001,-0.8476171493529999,-51.0500183105,-52.148239135699995,0.311054676771,0.3313549757,-9.83467960358,-8.8124704361,-0.701477050781,-3.17477416992,21.8000011444,34.0755119324,56.1544075012,56.9015769958,-20.2160339355,-20.7926177979,0,0,0,1,1.292663574219,-1.24072265625
36.0,53.0,2.35620117188,0.591186523438,-14.955546379100001,-13.0584831238,-14.2698364258,-16.256652832,102670.742188,102874.210938,-28.2500152588,-28.8499908447,-14.6000337601,-13.3409767151,-12.299963951099999,-10.6999635696,17.2212028503,17.6048526764,13.0026855469,12.661137580899998,20.2251224518,20.1183738708,0.101823724806,-0.8131103515620001,-51.64894104,-51.0500183105,1.80775880814,0.311054676771,-11.736757278399999,-9.83467960358,1.38418579102,-0.701477050781,21.6747341156,21.8000011444,54.5374336243,56.1544075012,-18.8499908447,-20.2160339355,0,0,0,1,0.9720153808600001,1.292663574219
55.0,36.0,0.531646728516,2.35620117188,-12.33289814,-14.955546379100001,-12.7486572266,-14.2698364258,102684.296875,102670.742188,-27.4987640381,-28.2500152588,-14.2653217316,-14.6000337601,-15.3085575104,-12.299963951099999,17.2630977631,17.2212028503,13.0373334885,13.0026855469,21.815734863299998,20.2251224518,0.274379879236,0.101823724806,-53.449996948199995,-51.64894104,1.27344727516,1.80775880814,-11.086430549600001,-11.736757278399999,1.71591186523,1.38418579102,40.7999992371,21.6747341156,54.6213493347,54.5374336243,-17.8341674805,-18.8499908447,0,0,0,1,-1.184265136714,0.9720153808600001
57.0,55.0,-1.40725708008,0.531646728516,-11.069645881700001,-12.33289814,-11.679718017599999,-12.7486572266,102747.601562,102684.296875,-24.949996948200003,-27.4987640381,-17.5449810028,-14.2653217316,-14.818860054000002,-15.3085575104,17.915344238299998,17.2630977631,13.3987865448,13.0373334885,23.5599803925,21.815734863299998,-0.7999853491779999,0.274379879236,-54.7499847412,-53.449996948199995,0.8785644173620001,1.27344727516,-8.17999458313,-11.086430549600001,-0.158599853516,1.71591186523,51.7999992371,40.7999992371,49.80801391600001,54.6213493347,-16.75,-17.8341674805,0,0,0,1,-1.248657226564,-1.184265136714
75.0,57.0,-2.28994750977,-1.40725708008,-11.219953537,-11.069645881700001,-10.9201660156,-11.679718017599999,102634.875,102747.601562,-23.6499938965,-24.949996948200003,-17.4166984558,-17.5449810028,-13.7286987305,-14.818860054000002,18.2642860413,17.915344238299998,12.9768037796,13.3987865448,24.0924263,23.5599803925,0.779567837715,-0.7999853491779999,-55.549987793,-54.7499847412,2.65998291969,0.8785644173620001,-6.0405492782599985,-8.17999458313,-1.28723144531,-0.158599853516,55.7999992371,51.7999992371,47.8999404907,49.80801391600001,-15.3621826172,-16.75,0,0,0,1,-1.0027160644600002,-1.248657226564
69.0,75.0,-3.30389404297,-2.28994750977,-11.450688362100001,-11.219953537,-10.146514892599999,-10.9201660156,102562.101562,102634.875,-23.2499847412,-23.6499938965,-14.653506279,-17.4166984558,-11.5000247955,-13.7286987305,20.000875473,18.2642860413,13.9469919205,12.9768037796,25.2748260498,24.0924263,0.348972171545,0.779567837715,-55.949996948199995,-55.549987793,2.21143054962,2.65998291969,-5.097768306730001,-6.0405492782599985,-2.35800170898,-1.28723144531,56.7999992371,55.7999992371,46.208057403599994,47.8999404907,-14.1798095703,-15.3621826172,0,0,0,1,-0.9458923339900003,-1.0027160644600002
74.0,69.0,-4.10702514648,-3.30389404297,-8.43719959259,-11.450688362100001,-9.54650878906,-10.146514892599999,102552.5625,102562.101562,-23.2500152588,-23.2499847412,-10.151550293,-14.653506279,-7.03396606445,-11.5000247955,21.6861476898,20.000875473,15.4844236374,13.9469919205,24.973978042600002,25.2748260498,-0.850602984428,0.348972171545,-55.0500183105,-55.949996948199995,1.59034180641,2.21143054962,-4.76199197769,-5.097768306730001,-3.16390991211,-2.35800170898,59.2000007629,56.7999992371,47.0999832153,46.208057403599994,-14.1500244141,-14.1798095703,0,0,0,1,-0.94311523437,-0.9458923339900003
78.0,74.0,-4.53005981445,-4.10702514648,-8.711994171139999,-8.43719959259,-9.01016235352,-9.54650878906,102496.21875,102552.5625,-22.8499908447,-23.2500152588,-10.554699897799999,-10.151550293,-7.6506228447,-7.03396606445,20.6429748535,21.6861476898,15.8682661057,15.4844236374,22.999969482399997,24.973978042600002,-1.117587924,-0.850602984428,-54.3499908447,-55.0500183105,0.63983643055,1.59034180641,-5.05720186234,-4.76199197769,-3.65948486328,-3.16390991211,62.6305046082,59.2000007629,44.045539856000005,47.0999832153,-13.75,-14.1500244141,0,0,0,1,-0.8705749511700005,-0.94311523437
98.0,78.0,-0.492950439453,-4.53005981445,-9.1640920639,-8.711994171139999,-7.14999389648,-9.01016235352,102388.054688,102496.21875,-22.8500213623,-22.8499908447,-12.4267234802,-10.554699897799999,-7.500054836269999,-7.6506228447,17.8932437897,20.6429748535,15.3141651154,15.8682661057,21.3175678253,22.999969482399997,-1.8976610899,-1.117587924,-54.3499908447,-54.3499908447,0.073391109705,0.63983643055,-5.31461191177,-5.05720186234,-1.52655029297,-3.65948486328,44.383769988999994,62.6305046082,43.9999771118,44.045539856000005,-12.3499755859,-13.75,0,0,0,1,1.033599853517,-0.8705749511700005
123.0,98.0,1.7852783203099998,-0.492950439453,-8.96541500092,-9.1640920639,-5.54150390625,-7.14999389648,102148.664062,102388.054688,-21.949996948200003,-22.8500213623,-13.1201896667,-12.4267234802,-6.5970153808599985,-7.500054836269999,16.6599025726,17.8932437897,13.9009857178,15.3141651154,20.5761795044,21.3175678253,-1.77777338028,-1.8976610899,-54.914123535200005,-54.3499908447,-0.372519522905,0.073391109705,-5.91802215576,-5.31461191177,0.788879394531,-1.52655029297,37.7133712769,44.383769988999994,41.0999679565,43.9999771118,-11.449981689500001,-12.3499755859,0,0,0,1,0.9963989257789998,1.033599853517
93.0,123.0,-0.234466552734,1.7852783203099998,-8.17384243011,-8.96541500092,-4.54153442383,-5.54150390625,102056.523438,102148.664062,-21.1499938965,-21.949996948200003,-13.7555217743,-13.1201896667,-3.19997572899,-6.5970153808599985,13.3714599609,16.6599025726,11.0314788818,13.9009857178,16.9013957977,20.5761795044,-1.14153313637,-1.77777338028,-54.757751464799995,-54.914123535200005,-1.59779787064,-0.372519522905,-5.17975091934,-5.91802215576,0.509094238281,0.788879394531,45.6000022888,37.7133712769,38.644939422600004,41.0999679565,-10.850006103499998,-11.449981689500001,0,0,0,1,-0.7435607910149999,0.9963989257789998
109.0,93.0,-1.69973754883,-0.234466552734,-5.8128609657300006,-8.17384243011,-3.90603637695,-4.54153442383,102183.25,102056.523438,-21.049987793,-21.1499938965,-9.61330986023,-13.7555217743,0.484399408102,-3.19997572899,11.254901885999999,13.3714599609,8.8457326889,11.0314788818,13.714765548699999,16.9013957977,-0.497929662466,-1.14153313637,-54.8500213623,-54.757751464799995,-2.3736205101,-1.59779787064,-3.72809553146,-5.17975091934,-0.838195800781,0.509094238281,52.9000015259,45.6000022888,36.8182182312,38.644939422600004,-10.6499938965,-10.850006103499998,0,0,0,1,-0.861541748049,-0.7435607910149999
135.0,109.0,-2.44677734375,-1.69973754883,-5.40748262405,-5.8128609657300006,-3.76614379883,-3.90603637695,102257.054688,102183.25,-21.2499847412,-21.049987793,-7.42790985107,-9.61330986023,3.60020756721,0.484399408102,7.462821960449999,11.254901885999999,6.722988128659999,8.8457326889,10.019584655800001,13.714765548699999,-0.428996562958,-0.497929662466,-55.4977416992,-54.8500213623,-2.35245609283,-2.3736205101,-2.85141849518,-3.72809553146,-1.3980712890600002,-0.838195800781,60.4000015259,52.9000015259,35.188838958699996,36.8182182312,-10.2353515625,-10.6499938965,0,0,0,1,-1.0487060546899998,-0.861541748049
130.0,135.0,-2.80090332031,-2.44677734375,-1.6493115425100002,-5.40748262405,-3.48745727539,-3.76614379883,102288.71875,102257.054688,-21.3499908447,-21.2499847412,-2.25969719887,-7.42790985107,1.4039185047100002,3.60020756721,6.814355373380001,7.462821960449999,6.55606412888,6.722988128659999,8.11700153351,10.019584655800001,-0.832309544086,-0.428996562958,-56.2499847412,-55.4977416992,-1.93756341934,-2.35245609283,-0.858308076859,-2.85141849518,-1.654296875,-1.3980712890600002,60.5,60.4000015259,29.9280834198,35.188838958699996,-10.1494750977,-10.2353515625,0,0,0,1,-1.1466064453100002,-1.0487060546899998
99.0,130.0,-3.12051391602,-2.80090332031,-0.237524405122,-1.6493115425100002,-3.76174926758,-3.48745727539,102335.773438,102288.71875,-21.549987793000003,-21.3499908447,-0.377416998148,-2.25969719887,-0.800585925579,1.4039185047100002,8.10914993286,6.814355373380001,7.15054178238,6.55606412888,7.522705078119999,8.11700153351,-0.553144514561,-0.832309544086,-56.8499908447,-56.2499847412,-1.8490600585900003,-1.93756341934,-0.106874994934,-0.858308076859,-1.90243530273,-1.654296875,62.2686271667,60.5,24.800039291399997,29.9280834198,-10.449981689500001,-10.1494750977,0,0,0,1,-1.2180786132900001,-1.1466064453100002
78.0,99.0,-3.27557373047,-3.12051391602,-1.30582022667,-0.237524405122,-4.12890625,-3.76174926758,102395.960938,102335.773438,-21.7500152588,-21.549987793000003,-0.800014615059,-0.377416998148,-2.90669560432,-0.800585925579,8.83483409882,8.10914993286,7.86432600021,7.15054178238,7.750551700589999,7.522705078119999,-0.927800297737,-0.553144514561,-57.000778198199995,-56.8499908447,-1.46728515625,-1.8490600585900003,-1.1276293993000002,-0.106874994934,-2.09283447266,-1.90243530273,63.9305610657,62.2686271667,19.7240810394,24.800039291399997,-11.1500244141,-10.449981689500001,0,0,0,1,-1.1827392578100002,-1.2180786132900001
130.0,78.0,1.2588806152299998,-3.27557373047,-3.0907957553900003,-1.30582022667,-3.81921386719,-4.12890625,102456.710938,102395.960938,-22.167175293000003,-21.7500152588,-3.2805955410000003,-0.800014615059,-4.20903348923,-2.90669560432,6.73577642441,8.83483409882,7.788529872889999,7.86432600021,5.9708738327,7.750551700589999,-1.7053514719,-0.927800297737,-57.549987793,-57.000778198199995,-2.28615474701,-1.46728515625,-2.49885988235,-1.1276293993000002,0.0443115234375,-2.09283447266,56.2000007629,63.9305610657,17.7098693848,19.7240810394,-11.1500244141,-11.1500244141,0,0,0,1,1.2145690917924998,-1.1827392578100002
202.0,130.0,3.17105102539,1.2588806152299998,-5.09413576126,-3.0907957553900003,-3.52313232422,-3.81921386719,102298.273438,102456.710938,-21.950012206999997,-22.167175293000003,-6.80302715302,-3.2805955410000003,-6.407843112949999,-4.20903348923,5.02602052689,6.73577642441,6.289457798,7.788529872889999,4.19422864914,5.9708738327,-1.58236813545,-1.7053514719,-57.3499908447,-57.549987793,-1.25167477131,-2.28615474701,-4.0672631263699985,-2.49885988235,2.23712158203,0.0443115234375,56.7999992371,56.2000007629,16.8479747772,17.7098693848,-10.650024414099999,-11.1500244141,0,0,0,1,0.9339294433600003,1.2145690917924998
215.0,202.0,0.377105712891,3.17105102539,-5.10878181458,-5.09413576126,-3.09899902344,-3.52313232422,102285.25,102298.273438,-22.117721557600003,-21.950012206999997,-7.578158855439999,-6.80302715302,-9.3162355423,-6.407843112949999,2.88353013992,5.02602052689,5.30358886719,6.289457798,1.96627926826,4.19422864914,-1.24787843227,-1.58236813545,-57.450012207,-57.3499908447,-0.69357663393,-1.25167477131,-4.44292974472,-4.0672631263699985,1.27166748047,2.23712158203,69.0,56.7999992371,13.7909669876,16.8479747772,-10.1499938965,-10.650024414099999,0,0,0,1,-0.8945617675789999,0.9339294433600003
186.0,215.0,-1.23187255859,0.377105712891,-3.990234375,-5.10878181458,-3.189453125,-3.09899902344,102359.804688,102285.25,-22.2499847412,-22.117721557600003,-4.3516602516199985,-7.578158855439999,-10.4970340729,-9.3162355423,2.4139502048500003,2.88353013992,4.946616172790001,5.30358886719,2.06669425964,1.96627926826,-0.603400886059,-1.24787843227,-57.840072631800005,-57.450012207,0.115100093186,-0.69357663393,-5.27932596207,-4.44292974472,0.187286376953,1.27166748047,80.9000015259,69.0,13.099997520399999,13.7909669876,-10.25,-10.1499938965,0,0,0,1,-1.419158935543,-0.8945617675789999
186.0,186.0,-2.60256958008,-1.23187255859,-1.28676271439,-3.990234375,-2.88671875,-3.189453125,102391.773438,102359.804688,-22.0500183105,-22.2499847412,-0.91983884573,-4.3516602516199985,-12.1734800339,-10.4970340729,4.5364818573,2.4139502048500003,5.635522365569999,4.946616172790001,4.94049549103,2.06669425964,0.059306640178,-0.603400886059,-58.520690918,-57.840072631800005,0.554003894329,0.115100093186,-4.73823738098,-5.27932596207,-1.02087402344,0.187286376953,86.50054168700001,80.9000015259,10.400015831000001,13.099997520399999,-10.4602966309,-10.25,0,0,0,1,-1.58169555664,-1.419158935543
199.0,186.0,-3.14978027344,-2.60256958008,0.406767576933,-1.28676271439,-3.46682739258,-2.88671875,102415.117188,102391.773438,-21.7499847412,-22.0500183105,-0.862751424313,-0.91983884573,-8.20654296875,-12.1734800339,7.475849628450002,4.5364818573,7.056992053989999,5.635522365569999,7.32486057281,4.94049549103,-0.32058593630800003,0.059306640178,-58.450012207,-58.520690918,-0.08685302734380003,0.554003894329,-3.60412597656,-4.73823738098,-1.60446166992,-1.02087402344,87.0999984741,86.50054168700001,6.2000246048,10.400015831000001,-10.6499938965,-10.4602966309,0,0,0,1,-1.5453186035199997,-1.58169555664
218.0,199.0,-3.76528930664,-3.14978027344,1.2343994379,0.406767576933,-4.07229614258,-3.46682739258,102501.476562,102415.117188,-21.949996948200003,-21.7499847412,-0.238234862685,-0.862751424313,-5.87348651886,-8.20654296875,9.80846214294,7.475849628450002,7.43449926376,7.056992053989999,9.21197223663,7.32486057281,-0.413530260324,-0.32058593630800003,-58.30429077149999,-58.450012207,0.255034178495,-0.08685302734380003,-2.44939947128,-3.60412597656,-2.26025390625,-1.60446166992,88.8000030518,87.0999984741,11.104809760999999,6.2000246048,-11.0095214844,-10.6499938965,0,0,0,1,-1.5050354003900002,-1.5453186035199997
