aqi,aqi_last,tmp,tmp_last,v850,v850_last,t925,t925_last,p,p_last,t750,t750_last,v750,v750_last,v500,v500_last,u850,u850_last,u925,u925_last,u750,u750_last,u,u_last,t500,t500_last,v,v_last,v925,v925_last,t995,t995_last,rh,rh_last,u500,u500_last,t850,t850_last,season_fall,season_spring,season_summer,season_winter,t_diff,t_diff_last
222.0,218.0,-3.91354370117,-3.76528930664,1.06475830078,1.2343994379,-5.119140625,-4.07229614258,102620.140625,102501.476562,-21.949996948200003,-21.949996948200003,0.414858400822,-0.238234862685,-7.328277587889999,-5.87348651886,11.011806488,9.80846214294,6.85093736649,7.43449926376,9.88781261444,9.21197223663,-0.475056141615,-0.413530260324,-58.3499908447,-58.30429077149999,-0.029904784634700005,0.255034178495,-1.47712159157,-2.44939947128,-2.55578613281,-2.26025390625,89.5999984741,88.8000030518,17.800031662000002,11.104809760999999,-11.549987793,-11.0095214844,0,0,0,1,-1.3577575683599998,-1.5050354003900002
267.0,222.0,0.730621337891,-3.91354370117,1.7025341987600002,1.06475830078,-5.84777832031,-5.119140625,102684.828125,102620.140625,-21.7499847412,-21.949996948200003,2.7355639934500005,0.414858400822,-5.97357177734,-7.328277587889999,11.7652320862,11.011806488,7.86294651031,6.85093736649,11.214384079,9.88781261444,-1.14175534248,-0.475056141615,-58.7499847412,-58.3499908447,-0.8077099323270001,-0.029904784634700005,0.7264257669449999,-1.47712159157,-0.427856445312,-2.55578613281,68.9000015259,89.5999984741,27.000009536700002,17.800031662000002,-11.850006103499998,-11.549987793,0,0,0,1,1.158477783203,-1.3577575683599998
286.0,267.0,3.26565551758,0.730621337891,3.5029101371800007,1.7025341987600002,-7.04998779297,-5.84777832031,102577.625,102684.828125,-21.8499908447,-21.7499847412,6.083793640140001,2.7355639934500005,-7.76656484604,-5.97357177734,13.453818321199998,11.7652320862,9.42513179779,7.86294651031,14.334511756900001,11.214384079,-1.5070434808700002,-1.14175534248,-58.350036621099996,-58.7499847412,-0.08880126476289997,-0.8077099323270001,0.329851061106,0.7264257669449999,2.30065917969,-0.427856445312,56.4000015259,68.9000015259,43.8000183105,27.000009536700002,-12.936340332,-11.850006103499998,0,0,0,1,0.9649963378900002,1.158477783203
250.0,286.0,-0.619140625,3.26565551758,4.90847158432,3.5029101371800007,-8.94998168945,-7.04998779297,102658.765625,102577.625,-22.6500091553,-21.8499908447,8.949115753169998,6.083793640140001,7.41831064224,-7.76656484604,13.7677097321,13.453818321199998,8.86406707764,9.42513179779,17.1783351898,14.334511756900001,-1.11097407341,-1.5070434808700002,-58.0500183105,-58.350036621099996,-0.43165525794,-0.08880126476289997,-2.37838363647,0.329851061106,-0.776672363281,2.30065917969,85.7000045776,56.4000015259,44.8484916687,43.8000183105,-14.6500244141,-12.936340332,0,0,0,1,0.15753173828099998,0.9649963378900002
242.0,250.0,-1.0668029785200002,-0.619140625,5.24335432053,4.90847158432,-10.9151000977,-8.94998168945,102697.101562,102658.765625,-23.3499908447,-22.6500091553,10.7231588364,8.949115753169998,16.0476932526,7.41831064224,12.7186203003,13.7677097321,6.00547599792,8.86406707764,19.4018325806,17.1783351898,-0.0456420890987,-1.11097407341,-57.2499847412,-58.0500183105,0.0658886730671,-0.43165525794,-2.75267338753,-2.37838363647,-1.19680786133,-0.776672363281,92.0999984741,85.7000045776,42.6959342957,44.8484916687,-16.5500183105,-14.6500244141,0,0,0,1,0.13000488280999978,0.15753173828099998
245.0,242.0,-1.638671875,-1.0668029785200002,-1.1238964796100002,5.24335432053,-13.184539794900001,-10.9151000977,102744.140625,102697.101562,-24.949996948200003,-23.3499908447,10.2133979797,10.7231588364,23.1000423431,16.0476932526,11.8692474365,12.7186203003,5.97385978699,6.00547599792,19.0456829071,19.4018325806,-0.00259277340956,-0.0456420890987,-56.949996948199995,-57.2499847412,0.8437768220899999,0.0658886730671,-5.42976808548,-2.75267338753,-1.88208007812,-1.19680786133,90.0999984741,92.0999984741,44.806304931599996,42.6959342957,-19.1499938965,-16.5500183105,0,0,0,1,0.24340820312,0.13000488280999978
238.0,245.0,-2.56393432617,-1.638671875,-2.98360586166,-1.1238964796100002,-13.7296142578,-13.184539794900001,102689.867188,102744.140625,-27.9261932373,-24.949996948200003,3.76526856422,10.2133979797,19.8089237213,23.1000423431,14.396540641800001,11.8692474365,8.340355873110001,5.97385978699,19.0211715698,19.0456829071,0.351733386517,-0.00259277340956,-56.472106933599996,-56.949996948199995,0.918642580509,0.8437768220899999,-1.67273926735,-5.42976808548,-1.7342529296900002,-1.88208007812,92.02160644530001,90.0999984741,40.9999961853,44.806304931599996,-20.7499847412,-19.1499938965,0,0,0,1,-0.8296813964799998,0.24340820312
244.0,238.0,-3.0285949707,-2.56393432617,1.38814210892,-2.98360586166,-15.7743530273,-13.7296142578,102651.492188,102689.867188,-30.8499908447,-27.9261932373,6.438808441159999,3.76526856422,16.2298030853,19.8089237213,16.3062076569,14.396540641800001,11.2992525101,8.340355873110001,20.2712974548,19.0211715698,0.37882322073,0.351733386517,-54.049987793,-56.472106933599996,0.734987795353,0.918642580509,2.77169179916,-1.67273926735,-1.7285766601599997,-1.7342529296900002,87.6153182983,92.02160644530001,43.2000007629,40.9999961853,-22.7499847412,-20.7499847412,0,0,0,1,-1.3000183105400003,-0.8296813964799998
259.0,244.0,-2.54983520508,-3.0285949707,8.94905471802,1.38814210892,-18.5716705322,-15.7743530273,102605.804688,102651.492188,-34.150009155300005,-30.8499908447,13.627040863,6.438808441159999,12.123138427699999,16.2298030853,19.0075359344,16.3062076569,8.302180290219999,11.2992525101,25.062578201300006,20.2712974548,0.473615705967,0.37882322073,-50.64999389649999,-54.049987793,0.665319800377,0.734987795353,4.806220531459999,2.77169179916,-1.18530273438,-1.7285766601599997,77.381187439,87.6153182983,40.8622093201,43.2000007629,-25.8060150146,-22.7499847412,0,0,0,1,-1.3645324707,-1.3000183105400003
44.0,67.0,2.9816894531200004,6.00607299805,-6.01345682144,-0.0626245066524,-22.142028808600006,-21.0931549072,102351.601562,102358.703125,-38.5269470215,-39.4733734131,-9.0968503952,0.867465794086,-7.69996976852,-1.4754638671899998,10.726423263500001,10.4857149124,9.382582664489998,9.04995059967,16.8341712952,16.4648857117,3.14825439453,2.59170651436,-48.7500152588,-47.824508666999996,-2.80395245552,-3.49257326126,-5.31405735016,0.14027343690400002,3.8876953125,5.18341064453,13.5,16.292432785,38.8291854858,37.897548675500005,-30.449996948200003,-30.2462310791,0,0,0,1,-0.9060058593799996,0.8226623535199993
55.0,44.0,1.0777282714799998,2.9816894531200004,-11.2972259521,-6.01345682144,-21.8182220459,-22.142028808600006,102459.875,102351.601562,-35.4499969482,-38.5269470215,-17.714765548699997,-9.0968503952,-11.9859619141,-7.69996976852,13.6556396484,10.726423263500001,9.279682159419998,9.382582664489998,19.9785499573,16.8341712952,2.48669195175,3.14825439453,-51.14999389649999,-48.7500152588,-3.75519037247,-2.80395245552,-7.5746579170200015,-5.31405735016,1.90524291992,3.8876953125,13.300000190699999,13.5,38.3559532166,38.8291854858,-28.1462249756,-30.449996948200003,0,0,0,1,-0.8275146484400002,-0.9060058593799996
27.0,55.0,-1.21887207031,1.0777282714799998,-10.0024757385,-11.2972259521,-21.4611206055,-21.8182220459,102500.828125,102459.875,-32.5400543213,-35.4499969482,-17.3273429871,-17.714765548699997,-12.528411865199999,-11.9859619141,15.667926788299999,13.6556396484,11.756806373599998,9.279682159419998,23.4496898651,19.9785499573,0.582851529121,2.48669195175,-53.549987793,-51.14999389649999,-2.21159911156,-3.75519037247,-8.2570772171,-7.5746579170200015,0.270965576172,1.90524291992,18.0,13.300000190699999,39.5000114441,38.3559532166,-25.7545318604,-28.1462249756,0,0,0,1,-1.489837646482,-0.8275146484400002
27.0,27.0,-2.92858886719,-1.21887207031,-10.577768325800001,-10.0024757385,-21.1829986572,-21.4611206055,102434.789062,102500.828125,-31.166885376,-32.5400543213,-12.5818891525,-17.3273429871,-11.8261537552,-12.528411865199999,18.7210559845,15.667926788299999,11.1901531219,11.756806373599998,24.197933196999998,23.4496898651,0.988850057125,0.582851529121,-54.64999389649999,-53.549987793,0.07043212652210001,-2.21159911156,-6.42879390717,-8.2570772171,-0.899444580078,0.270965576172,23.8000011444,18.0,38.1999702454,39.5000114441,-23.817550659200002,-25.7545318604,0,0,0,1,-2.0291442871119996,-1.489837646482
25.0,27.0,-3.49502563477,-2.92858886719,-10.6497631073,-10.577768325800001,-20.1443328857,-21.1829986572,102388.296875,102434.789062,-31.281311035199998,-31.166885376,-10.4545259476,-12.5818891525,-12.5999326706,-11.8261537552,19.708093643199998,18.7210559845,13.3635616302,11.1901531219,23.494415283200002,24.197933196999998,1.06198239326,0.988850057125,-54.8499908447,-54.64999389649999,1.35940182209,0.07043212652210001,-8.58921146393,-6.42879390717,-1.87615966797,-0.899444580078,33.2177085876,23.8000011444,37.3064346313,38.1999702454,-23.6312713623,-23.817550659200002,0,0,0,1,-1.6188659668000003,-2.0291442871119996
53.0,25.0,-3.68978881836,-3.49502563477,-10.0104560852,-10.6497631073,-19.4611206055,-20.1443328857,102362.210938,102388.296875,-31.2348327637,-31.281311035199998,-10.4756345749,-10.4545259476,-14.4793014526,-12.5999326706,19.3878517151,19.708093643199998,14.0656614304,13.3635616302,22.5766773224,23.494415283200002,0.560944795609,1.06198239326,-55.5500183105,-54.8499908447,1.3813647031799998,1.35940182209,-9.04307365417,-8.58921146393,-2.16604614258,-1.87615966797,41.4000015259,33.2177085876,37.246257782,37.3064346313,-23.6143035889,-23.6312713623,0,0,0,1,-1.5237426757799999,-1.6188659668000003
60.0,53.0,1.06558227539,-3.68978881836,-10.3352003098,-10.0104560852,-18.6645202637,-19.4611206055,102221.5625,102362.210938,-30.3500213623,-31.2348327637,-11.3039913177,-10.4756345749,-14.899975776700002,-14.4793014526,19.7943973541,19.3878517151,13.980961799600001,14.0656614304,22.778398513800006,22.5766773224,1.40606439114,0.560944795609,-56.8499908447,-55.5500183105,1.42157709599,1.3813647031799998,-9.50726795197,-9.04307365417,0.0267639160156,-2.16604614258,27.0,41.4000015259,39.799961090100005,37.246257782,-22.049987793000003,-23.6143035889,0,0,0,1,1.0388183593744,-1.5237426757799999
73.0,60.0,3.24737548828,1.06558227539,-9.70690441132,-10.3352003098,-17.3813171387,-18.6645202637,102078.078125,102221.5625,-30.1678161621,-30.3500213623,-9.8239812851,-11.3039913177,-15.9177856445,-14.899975776700002,19.4800491333,19.7943973541,13.800160408,13.980961799600001,22.7143058777,22.778398513800006,1.6864892244299998,1.40606439114,-57.5500183105,-56.8499908447,0.668735325336,1.42157709599,-9.74315452576,-9.50726795197,2.28527832031,0.0267639160156,16.8000011444,27.0,40.9275283813,39.799961090100005,-21.5500183105,-22.049987793000003,0,0,0,1,0.9620971679699997,1.0388183593744
66.0,73.0,0.729156494141,3.24737548828,-9.98434066772,-9.70690441132,-16.3842163086,-17.3813171387,102015.75,102078.078125,-29.454406738299998,-30.1678161621,-7.90470457077,-9.8239812851,-15.200012207,-15.9177856445,19.978525161700002,19.4800491333,14.7469844818,13.800160408,22.2977676392,22.7143058777,0.798237264156,1.6864892244299998,-57.8499908447,-57.5500183105,0.7116113305089999,0.668735325336,-11.8786792755,-9.74315452576,2.58340454102,2.28527832031,19.8000011444,16.8000011444,43.564510345500004,40.9275283813,-20.1499938965,-21.5500183105,0,0,0,1,-1.8542480468790001,0.9620971679699997
67.0,66.0,-0.862945556641,0.729156494141,-8.454336166380001,-9.98434066772,-16.285217285199998,-16.3842163086,102142.921875,102015.75,-29.6410369873,-29.454406738299998,-7.521748065950002,-7.90470457077,-14.3753604889,-15.200012207,19.597629547100002,19.978525161700002,12.7906198502,14.7469844818,24.829530715900002,22.2977676392,0.803227543831,0.798237264156,-57.950012207,-57.8499908447,0.3398510813710001,0.7116113305089999,-9.154037475589998,-11.8786792755,1.4006652832,2.58340454102,21.8999996185,19.8000011444,45.492061615,43.564510345500004,-20.6499938965,-20.1499938965,0,0,0,1,-2.263610839841,-1.8542480468790001
82.0,67.0,-2.06033325195,-0.862945556641,-8.968158721919998,-8.454336166380001,-16.1745605469,-16.285217285199998,102175.054688,102142.921875,-30.0500183105,-29.6410369873,-9.75472164154,-7.521748065950002,-10.6671533585,-14.3753604889,20.1528701782,19.597629547100002,13.1997652054,12.7906198502,26.7327709198,24.829530715900002,-0.17224608361699995,0.803227543831,-57.8233795166,-57.950012207,-0.681511223316,0.3398510813710001,-6.88548326492,-9.154037475589998,0.433044433594,1.4006652832,24.5,21.8999996185,46.7547111511,45.492061615,-21.0626373291,-20.6499938965,0,0,0,1,-2.493377685544,-2.263610839841
40.0,82.0,0.936889648438,-2.06033325195,-4.91823959351,-8.968158721919998,-15.472320556600001,-16.1745605469,102521.96875,102175.054688,-29.1499938965,-30.0500183105,-6.890849590299998,-9.75472164154,-14.2000675201,-10.6671533585,22.016382217399997,20.1528701782,13.8474998474,13.1997652054,31.4946250916,26.7327709198,-2.12759280205,-0.17224608361699995,-57.449996948199995,-57.8233795166,-2.06045889854,-0.681511223316,-1.9423851966900003,-6.88548326492,-0.254486083984,0.433044433594,17.2000007629,24.5,59.6824645996,46.7547111511,-21.0500183105,-21.0626373291,0,0,0,1,1.191375732422,-2.493377685544
38.0,40.0,3.00134277344,0.936889648438,-4.56218004227,-4.91823959351,-14.834014892599999,-15.472320556600001,102399.382812,102521.96875,-28.9125823975,-29.1499938965,-4.294028282169998,-6.890849590299998,-10.3891477585,-14.2000675201,24.827306747399998,22.016382217399997,15.5762815475,13.8474998474,33.7331123352,31.4946250916,-2.22986078262,-2.12759280205,-58.0500183105,-57.449996948199995,-1.47650146484,-2.06045889854,-2.90846419334,-1.9423851966900003,1.96014404297,-0.254486083984,14.100000381500001,17.2000007629,59.148151397700005,59.6824645996,-20.4991607666,-21.0500183105,0,0,0,1,1.04119873047,1.191375732422
75.0,38.0,0.531707763672,3.00134277344,-3.86267566681,-4.56218004227,-14.4342651367,-14.834014892599999,102365.890625,102399.382812,-28.450012206999997,-28.9125823975,-3.81359124184,-4.294028282169998,-4.80004262924,-10.3891477585,23.132997512800003,24.827306747399998,14.5891304016,15.5762815475,31.7551288605,33.7331123352,-1.5896362066299998,-2.22986078262,-57.0016021729,-58.0500183105,-1.66327142715,-1.47650146484,-3.9109275341,-2.90846419334,1.6441650390600002,1.96014404297,15.904118537899999,14.100000381500001,55.3531303406,59.148151397700005,-20.449966430699998,-20.4991607666,0,0,0,1,-1.1124572753880002,1.04119873047
97.0,75.0,-1.4095458984399998,0.531707763672,-4.5784201622000005,-3.86267566681,-14.3775024414,-14.4342651367,102519.117188,102365.890625,-28.0500183105,-28.450012206999997,-5.1435179710400005,-3.81359124184,-3.99193739891,-4.80004262924,22.2352256775,23.132997512800003,13.9976511002,14.5891304016,32.1616477966,31.7551288605,-1.88638913631,-1.5896362066299998,-56.286849975600006,-57.0016021729,-1.27849602699,-1.66327142715,-3.3944041729000003,-3.9109275341,-0.289733886719,1.6441650390600002,22.3000011444,15.904118537899999,55.7101325989,55.3531303406,-20.2393951416,-20.449966430699998,0,0,0,1,-1.1198120117209998,-1.1124572753880002
60.0,97.0,-3.16638183594,-1.4095458984399998,-6.02587890625,-4.5784201622000005,-14.293182372999999,-14.3775024414,102648.648438,102519.117188,-28.447204589800002,-28.0500183105,-5.77489995956,-5.1435179710400005,-4.2000427246099985,-3.99193739891,23.715236663800006,22.2352256775,15.0676488876,13.9976511002,34.3379669189,32.1616477966,-2.1051831245400003,-1.88638913631,-56.0580749512,-56.286849975600006,-0.122453607619,-1.27849602699,-2.21666502953,-3.3944041729000003,-2.29559326172,-0.289733886719,46.2999992371,22.3000011444,58.502632141099994,55.7101325989,-20.220397949200002,-20.2393951416,0,0,0,1,-0.8707885742199997,-1.1198120117209998
43.0,60.0,-3.82852172852,-3.16638183594,-6.36123514175,-6.02587890625,-14.2332763672,-14.293182372999999,102762.148438,102648.648438,-28.6500091553,-28.447204589800002,-3.77662587166,-5.77489995956,-5.90007925034,-4.2000427246099985,25.060365676900002,23.715236663800006,15.8047971725,15.0676488876,34.0333175659,34.3379669189,-1.7223168611500002,-2.1051831245400003,-55.960708618199995,-56.0580749512,-0.930820286274,-0.122453607619,-3.0643894672400003,-2.21666502953,-2.97445678711,-2.29559326172,50.0,46.2999992371,61.0180664062,58.502632141099994,-20.1499633789,-20.220397949200002,0,0,0,1,-0.8540649414100003,-0.8707885742199997
40.0,43.0,-4.3938903808599985,-3.82852172852,-5.542809963230001,-6.36123514175,-14.887298584000002,-14.2332763672,102852.992188,102762.148438,-28.6500091553,-28.6500091553,-4.33335447311,-3.77662587166,-8.35021972656,-5.90007925034,26.152677536,25.060365676900002,16.6677722931,15.8047971725,34.0264968872,34.0333175659,-1.31335687637,-1.7223168611500002,-55.1500091553,-55.960708618199995,-1.20550775528,-0.930820286274,-3.59792971611,-3.0643894672400003,-3.30352783203,-2.97445678711,47.7000007629,50.0,64.7999191284,61.0180664062,-20.4069671631,-20.1499633789,0,0,0,1,-1.0903625488299986,-0.8540649414100003
69.0,40.0,-4.5612487793000005,-4.3938903808599985,-5.31742191315,-5.542809963230001,-15.578521728499998,-14.887298584000002,103062.125,102852.992188,-28.3500213623,-28.6500091553,-3.75586414337,-4.33335447311,-9.80004882812,-8.35021972656,26.460809707600003,26.152677536,17.7255535126,16.6677722931,34.6660194397,34.0264968872,-1.3499877452899998,-1.31335687637,-55.3500213623,-55.1500091553,-1.20496094227,-1.20550775528,-4.59738016129,-3.59792971611,-3.49899291992,-3.30352783203,39.0,47.7000007629,68.4613265991,64.7999191284,-20.7499847412,-20.4069671631,0,0,0,1,-1.0622558593800004,-1.0903625488299986
42.0,69.0,0.0722351074219,-4.5612487793000005,-6.9538598060600005,-5.31742191315,-15.5108642578,-15.578521728499998,103227.835938,103062.125,-27.2031707764,-28.3500213623,-6.69196271896,-3.75586414337,-8.13729858398,-9.80004882812,25.8282470703,26.460809707600003,17.4738025665,17.7255535126,35.8223991394,34.6660194397,-2.15714359283,-1.3499877452899998,-55.449996948199995,-55.3500213623,-2.64456295967,-1.20496094227,-5.13084459305,-4.59738016129,-1.21047973633,-3.49899291992,20.8999996185,39.0,71.3259506226,68.4613265991,-20.450012207,-20.7499847412,0,0,0,1,1.2827148437519,-1.0622558593800004
49.0,42.0,1.99719238281,0.0722351074219,-8.14095211029,-6.9538598060600005,-15.4754638672,-15.5108642578,103142.773438,103227.835938,-26.950012206999997,-27.2031707764,-7.23653793335,-6.69196271896,-4.399945259090001,-8.13729858398,25.704044342,25.8282470703,17.6617298126,17.4738025665,34.8160552979,35.8223991394,-1.44006097317,-2.15714359283,-54.8499908447,-55.449996948199995,-3.46006345749,-2.64456295967,-7.75809049606,-5.13084459305,0.917572021484,-1.21047973633,17.1040096283,20.8999996185,69.853263855,71.3259506226,-20.2499847412,-20.450012207,0,0,0,1,1.079620361326,1.2827148437519
