datetime,tmp,v850,t925,p,t750,v750,v500,u850,u925,u750,u,t500,v,v925,t995,rh,u500,t850
2018-03-17 11:00:00,2.29205322266,6.73671388626,-4.3473815918,102225.070312,-17.304901123,5.27783203125,-1.43248295784,11.4675951004,12.770778656,15.6777896881,1.26639640331,-55.8500213623,2.24873518944,8.98477268219,1.59579467773,65.4000015259,34.5203056335,-10.0381469727
2018-03-17 14:00:00,3.49615478516,1.35989260674,-4.0080871582,102053.273438,-16.25,-0.485903322697,4.57664823532,11.7274656296,9.11285591125,16.1301689148,-0.203115224838,-54.549987793,2.4284081459,1.92408204079,2.48825073242,70.9000015259,39.2531089783,-9.23193359375
2018-03-17 17:00:00,2.34918212891,-0.402255862951,-3.41506958008,102043.078125,-15.950012207,-1.25672364235,10.2127809525,12.0173797607,8.43108844757,12.9202613831,-0.53271484375,-54.2500152588,3.03491687775,-1.63046622276,1.52127075195,82.0999984741,40.4670982361,-8.43698120117
2018-03-17 20:00:00,2.05001831055,-1.52874016762,-3.34997558594,102084.015625,-16.049987793,-0.823212862015,12.9828672409,8.13186740875,3.46889162064,10.6163568497,0.203161612153,-54.9499969482,2.67204093933,-4.02023172379,1.51440429688,81.8000030518,36.0659446716,-8.03466796875
2018-03-17 23:00:00,0.994384765625,-2.45819807053,-2.97912597656,102077.023438,-16.1630859375,-1.1926330328,7.70218515396,5.07684803009,-0.40126952529,10.2427282333,0.799890100956,-53.6499938965,1.20100831985,-5.01644039154,0.992218017578,84.9000015259,33.8883781433,-7.86361694336
2018-03-18 08:00:00,1.15399169922,-1.75870597363,-4.04614257812,102012.101562,-17.2499847412,-0.754791259766,-2.17548823357,2.9192943573,-2.78780031204,10.4117984772,-0.727670907974,-55.9348602295,-0.441523432732,-3.86918926239,0.421783447266,83.0999984741,32.4151115417,-8.5182800293
2018-03-18 11:00:00,5.81997680664,-0.514853477478,-4.04998779297,102011.421875,-17.3550262451,0.155114755034,0.999896228313,2.65092778206,-0.44063475728,10.1877775192,0.00187255849596,-55.9499969482,-0.187365725636,-3.45081281662,3.92364501953,62.7000007629,35.6790466309,-9.04135131836
2018-03-18 14:00:00,10.5299987793,-0.130908206105,-3.60595703125,101799.398438,-17.5424499512,0.997827172279,0.199975594878,4.00039768219,1.15177977085,11.3184814453,-0.514101564884,-55.4499969482,0.387905269861,-5.93150377274,8.31329345703,40.7999992371,39.7419700623,-9.24795532227
2018-03-18 17:00:00,11.2848815918,-2.25707507133,-4.54998779297,101745.578125,-17.7372436523,-2.56295394897,-0.10019531101,4.57928705215,-0.867062985897,11.572309494,-1.06525874138,-54.9499969482,1.51124024391,-6.42196750641,10.1601867676,29.8000011444,39.0076141357,-10.2479858398
2018-03-18 20:00:00,7.80126953125,-3.69076156616,-5.25,101899.875,-17.6618499756,-6.50059843063,2.09768676758,3.5269677639,-4.51876211166,10.0698060989,-0.272448718548,-54.6500091553,1.31300294399,-4.69741678238,8.89932250977,40.7000007629,34.1655960083,-10.4944763184
2018-03-18 23:00:00,6.15002441406,-3.64719223976,-5.95001220703,101979.351562,-17.1259460449,-5.4228515625,1.47349858284,2.21883296967,-4.81999731064,10.0981197357,-0.17598631978,-55.4499969482,0.929318845272,-3.18160629272,7.17868041992,47.5,28.9611968994,-10.7225341797
2018-03-20 08:00:00,5.82067871094,-1.97979974747,-9.65002441406,102697.476562,-23.897354126,-1.95023190975,22.3000068665,-1.18849122524,-1.05263674259,0.189880371094,-1.20401847363,-58.2499847412,-0.250871568918,-3.60979628563,5.02969360352,23.8000011444,25.4148845673,-15.78515625
2018-03-20 11:00:00,8.56195068359,-2.10681152344,-9.44998168945,102637.140625,-24.0489959717,-2.04260253906,26.3001041412,-1.12300288677,-1.84189939499,-0.342492669821,-2.53395009041,-58.6441497803,-1.21332275867,-3.02607893944,7.13000488281,17.7000007629,22.9000549316,-15.7509460449
2018-03-20 14:00:00,10.4038085938,-3.43139648438,-9.34997558594,102437.304688,-24.4824676514,-4.69451904297,27.0041694641,-0.452313244343,-1.5197327137,0.17914429307,-2.78210926056,-58.8962860107,-0.312641590834,-2.96227431297,9.00213623047,11.6000003815,20.3658943176,-15.9390869141
2018-03-20 17:00:00,10.3182373047,-5.68367195129,-9.64193725586,102304.476562,-24.4236450195,-7.08256864548,27.123626709,-0.534365236759,-1.86834466457,-0.604486107826,-2.39067387581,-58.6432495117,1.317456007,-4.44098138809,9.31213378906,11.9000005722,17.0207004547,-16.6823730469
2018-03-20 20:00:00,7.76934814453,-6.45176744461,-9.94189453125,102376.648438,-24.2499847412,-7.46281766891,21.9564819336,-1.5316259861,-1.80693972111,-0.912652611732,-1.68111085892,-59.2499847412,0.535954594612,-3.9998383522,8.34243774414,15.4000005722,13.2000217438,-16.8945617676
2018-03-20 23:00:00,5.60800170898,-7.24780750275,-9.25,102268.648438,-24.3500213623,-7.37163114548,13.3256473541,0.815351545811,0.674936532974,-0.214935302734,0.764106452465,-59.450012207,1.77285397053,-6.22273445129,6.42376708984,16.1000003815,9.4894990921,-16.9234313965
2018-03-21 08:00:00,3.47030639648,-9.10595226288,-9.75,102089.242188,-24.8989868164,-11.1907444,-2.86019301414,0.970224559307,0.856506347656,0.6396240592,1.53080070019,-60.3500213623,2.04617190361,-10.6660890579,2.52786254883,19.2000007629,5.22948598862,-17.4525756836
2018-03-21 11:00:00,8.13201904297,-8.11016559601,-9.34997558594,101940.359375,-24.598449707,-9.47636699677,-5.95991230011,2.15738272667,2.54790520668,1.58912050724,2.03420901299,-60.2499847412,2.21886706352,-7.92277812958,6.56442260742,14.3000001907,7.80004262924,-16.9499816895
2018-03-21 14:00:00,12.0542297363,-8.43720149994,-8.64999389648,101614.039062,-24.6989593506,-7.84490346909,-10.3796262741,4.74822235107,4.76146268845,4.46961069107,2.66252923012,-59.8499908447,2.708081007,-7.77556180954,10.2248840332,14.1999998093,11.5608701706,-16.2842712402
2018-03-21 17:00:00,11.8924255371,-9.25548744202,-8.14999389648,101388.070312,-25.4059295654,-7.49768066406,-11.2078857422,6.84440326691,4.84596586227,5.86120605469,2.06138658524,-59.4499969482,2.67383289337,-9.06760883331,10.6466064453,16.0,14.6584596634,-16.4842529297
2018-03-21 20:00:00,8.92785644531,-10.3538274765,-8.04998779297,101350.835938,-26.3342437744,-8.11097431183,-8.59689331055,6.43522977829,3.10581660271,8.48239135742,0.524920642376,-59.549987793,2.12305307388,-9.0380191803,9.78952026367,20.8999996185,15.8305635452,-16.6499938965
2018-03-21 23:00:00,6.58633422852,-7.90183591843,-8.25,101342.414062,-26.7055053711,-7.08698749542,-5.28164052963,7.19726037979,4.50319814682,9.79170513153,0.914370119572,-60.0500183105,2.75441408157,-4.33420419693,7.28210449219,23.5,14.0089845657,-16.7012023926
2018-03-22 08:00:00,6.26544189453,-6.43711566925,-9.23013305664,101167.71875,-27.9032897949,-6.90354633331,-8.86626625061,6.48171377182,3.51079106331,9.40216064453,-0.371499627829,-57.3500213623,-0.404260247946,-8.37976074219,5.40426635742,21.3000011444,9.53668212891,-18.0887908936
2018-03-22 11:00:00,11.6477661133,-8.69425106049,-9.54998779297,101110.015625,-27.9801635742,-9.9649477005,-15.4483890533,5.9074587822,3.47320556641,7.1910033226,0.182067871094,-56.8499908447,0.247924804688,-9.02526855469,9.40231323242,18.207616806,6.40006732941,-18.2874145508
2018-03-22 14:00:00,16.6513977051,-11.4632139206,-9.14999389648,100909.851562,-27.4499969482,-14.4135742188,-26.9000244141,5.37495136261,4.16087675095,5.10107421875,0.328681647778,-57.8499908447,2.21441411972,-9.86190223694,14.9299926758,14.6999998093,2.12337350845,-18.1280670166
2018-03-22 17:00:00,17.9199523926,-14.1943302155,-8.47015380859,100744.054688,-25.2499694824,-16.9035282135,-32.3999900818,3.49281001091,7.21049833298,1.62116086483,1.13449704647,-59.1503143311,4.0177154541,-11.3913087845,17.0419006348,14.3000001907,2.55059814453,-17.0144958496
2018-03-22 20:00:00,13.6500244141,-13.9506292343,-7.95001220703,100836.328125,-23.1500091553,-16.9621772766,-28.5714969635,6.1678404808,5.87847900391,5.6609621048,1.76833498478,-59.6500091553,2.95441889763,-9.02968788147,14.6493835449,21.3999996185,10.0914554596,-16.6561889648
2018-03-22 23:00:00,12.043762207,-10.8160276413,-7.35000610352,100854.875,-22.8499908447,-15.1359434128,-25.1000003815,7.15572500229,4.67088031769,8.62772846222,1.41622555256,-59.828704834,4.01843738556,-4.1906619072,12.700012207,30.7000007629,16.9583015442,-15.9158935547
2018-03-23 08:00:00,9.59680175781,-5.45186185837,-7.1696472168,101007.265625,-25.3499908447,-8.01756000519,-9.42630672455,8.33763790131,7.08596658707,12.0840301514,-1.59856927395,-58.4499969482,-1.52439939976,-2.79246091843,8.73745727539,36.4000015259,31.9809627533,-16.7096557617
2018-03-23 11:00:00,14.6215515137,-5.36708974838,-7.14999389648,101059.945312,-25.8499908447,-7.32788085938,-8.05054950714,9.09785652161,6.64794397354,11.3201417923,-1.83730459213,-57.8499908447,-2.42246341705,-1.09096682072,13.1633911133,25.7000007629,30.5008220673,-15.8068237305
2018-03-23 14:00:00,19.4185180664,-6.70462369919,-7.25,100997.898438,-25.9499969482,-6.43610334396,-9.59678936005,11.2657737732,9.39905261993,11.754609108,-1.11286866665,-57.1499938965,-3.02275133133,-4.35831022263,17.9991455078,20.0,28.081287384,-15.3414916992
2018-03-23 17:00:00,20.296081543,-9.57276821136,-7.14999389648,101007.90625,-26.3499908447,-9.36518573761,-10.9884643555,3.78872299194,5.09269046783,9.63585472107,-1.88897705078,-56.5500183105,-1.24602532387,-9.91370582581,19.553527832,18.5,22.7241821289,-15.1682739258
2018-03-23 20:00:00,15.2729492188,-10.3288030624,-7.54998779297,101292.117188,-26.3500213623,-9.82866668701,-11.9665775299,-0.0146533204243,4.50266122818,-0.161450192332,-1.21721434593,-56.7499847412,-0.536564946175,-10.6324853897,17.337097168,24.8999996185,15.85227108,-14.9364013672
2018-03-23 23:00:00,12.7453308105,-10.8658590317,-7.25,101652.289062,-25.8499908447,-9.38536643982,-12.1024904251,1.66399407387,3.62400865555,-0.609960913658,-1.27394044399,-57.1465454102,-1.7493481636,-9.63284111023,14.3349304199,27.8000011444,9.69999408722,-14.4342651367
2018-03-24 08:00:00,11.9404907227,-8.65198230743,-4.84997558594,101911.695312,-23.8500213623,-9.77638149261,-11.0000429153,-0.566127896309,3.55557870865,-4.15732431412,-0.491235345602,-59.4499969482,0.984726548195,-6.96875,11.1241760254,34.1000022888,-4.00003051758,-12.4281005859
2018-03-24 11:00:00,17.920501709,-7.96430635452,-4.30551147461,101892.851562,-23.049987793,-9.93665981293,-10.9064884186,0.740119636059,3.8617503643,-2.80973148346,2.28499269485,-59.5500183105,-1.00456047058,-6.90951156616,16.2354736328,19.3000011444,-1.75155031681,-11.7584838867
2018-03-24 14:00:00,21.8114929199,-8.32625198364,-3.04998779297,101662.179688,-22.450012207,-9.74488544464,-11.4000854492,2.38263654709,4.55991697311,0.351031512022,2.85454344749,-59.5500183105,0.287263184786,-7.99295902252,20.2554626465,13.1000003815,1.02226567268,-11.049987793
2018-03-24 17:00:00,22.261138916,-7.50853490829,-1.36672973633,101485.492188,-22.3500213623,-8.60973262787,-11.0198001862,2.23648929596,4.4912352562,1.39382326603,2.23098635674,-59.1500091553,3.8421189785,-9.30178165436,21.0873718262,12.3000001907,3.48109126091,-10.549987793
2018-03-25 08:00:00,13.9991149902,-7.16926240921,-2.30447387695,101634.789062,-21.6602935791,-8.39336395264,-9.27108192444,5.19999504089,4.14968252182,2.89048576355,-0.696730911732,-57.8500213623,-0.289724111557,-4.79379367828,13.184387207,25.3000011444,2.01983046532,-10.3121337891
2018-03-25 11:00:00,20.2392883301,-6.16413784027,-1.64999389648,101633.242188,-21.4863739014,-6.63663959503,-9.39997577667,5.1218214035,5.27656745911,2.17671513557,0.124887689948,-57.8499908447,-0.340063482523,-4.09147453308,17.9596862793,15.1000003815,2.79998469353,-10.0010986328
2018-03-25 14:00:00,24.8044433594,-4.55519533157,-1.03015136719,101418.984375,-21.2499847412,-4.45022439957,-9.27984046936,5.85590076447,5.95006561279,2.45788812637,1.45881342888,-58.0024261475,2.51949691772,-3.17916488647,23.2342834473,11.5,4.33937978745,-9.85000610352
2018-03-25 17:00:00,26.2979125977,-3.29735350609,-0.150024414062,101141.992188,-21.2476501465,-3.12544417381,-6.50001239777,6.08534908295,5.76194810867,5.08605957031,2.41894030571,-58.049987793,3.84795403481,-3.55212402344,25.2023925781,9.30000019073,5.79997587204,-9.77661132812
2018-03-25 20:00:00,20.3475646973,-1.74895501137,-0.25,101162.390625,-21.4499664307,-2.49567866325,-4.00000619888,5.3360376358,5.41075181961,5.84377908707,1.73905515671,-57.8499908447,3.02470207214,-2.21689200401,22.0602416992,13.1999998093,7.11254882812,-10.049987793
2018-03-25 23:00:00,18.766998291,0.812719702721,-0.449981689453,101204.9375,-21.4499969482,2.13121080399,-3.20266127586,5.34228277206,3.4623875618,5.65024900436,3.73188233376,-57.7499694824,4.18145751953,-0.56241941452,19.5628967285,22.7000007629,8.89997005463,-10.1904296875
2018-03-26 08:00:00,14.6932373047,7.79962158203,-1.73382568359,101094.914062,-21.1499938965,4.55855941772,-6.90003061295,11.7696428299,8.13006305695,11.8503217697,0.325512677431,-59.0212860107,2.16404294968,3.53605461121,13.7956542969,32.4000015259,11.6946105957,-10.2311401367
2018-03-26 11:00:00,20.5756835938,0.330546855927,-1.73382568359,101013.1875,-20.7499694824,-0.935449182987,-0.800000011921,11.0547142029,8.51008033752,10.2989454269,-0.0072021484375,-59.4734344482,0.795354008675,0.759675264359,18.3140258789,22.2000007629,14.0838079453,-10.7794799805
2018-03-26 14:00:00,25.5051269531,-7.14211416245,-1.03384399414,100739.476562,-20.9751586914,-5.88553190231,-1.52990722656,8.98449230194,8.95990657806,8.9859790802,2.01230716705,-59.6217651367,2.67658925056,-3.46082019806,23.8248291016,14.3000001907,14.1649751663,-10.6636657715
2018-03-26 17:00:00,27.2932128906,-7.3874630928,-0.485290527344,100524.429688,-20.1499938965,-9.06991195679,-12.4732666016,7.05592775345,7.64725828171,4.97501468658,3.45152831078,-59.2499847412,2.90581774712,-2.39329338074,26.0872497559,11.8000001907,6.79996347427,-10.379486084
2018-03-26 20:00:00,21.5495910645,-7.38300275803,-0.0500183105469,100519.085938,-19.6499938965,-8.08067321777,-19.3864994049,7.27123022079,7.84153795242,5.24209213257,0.516027808189,-59.4137878418,2.50201416016,-1.99900138378,23.373046875,18.2000007629,0.275686651468,-9.14547729492
2018-03-26 23:00:00,18.3441467285,-4.26160621643,0.550018310547,100560.210938,-18.7499847412,-7.31416988373,-22.8000850677,6.87670373917,7.02975082397,7.30765104294,0.040996093303,-58.686340332,2.0545873642,-0.338222652674,19.9140930176,22.8999996185,-3.80867004395,-8.67251586914
2018-03-27 14:00:00,27.1600036621,-4.90209960938,3.25595092773,100002.765625,-15.4410705566,-6.34609603882,-10.400018692,16.8872337341,14.2873430252,13.1385421753,2.62494874001,-53.7500152588,3.78989005089,-1.92077636719,25.2026062012,16.8999996185,11.5000276566,-6.44897460938
2018-03-27 17:00:00,30.6889038086,-5.54765605927,2.95001220703,99734.1875,-15.1500244141,-8.89542484283,-7.40003061295,15.4793672562,14.2833051682,9.44270515442,1.56253409386,-53.549987793,2.13327383995,-0.300312489271,29.2716674805,11.1000003815,15.1155338287,-6.22210693359
2018-03-27 20:00:00,22.837890625,-5.24098873138,3.05001831055,99824.6875,-15.549987793,-6.63259506226,-4.46654081345,9.32005882263,10.0692062378,4.09294891357,-0.493583977222,-53.4499969482,-1.87423825264,-0.864809572697,24.8967590332,19.8999996185,17.6000118256,-5.94009399414
2018-03-27 23:00:00,19.25,-4.4589600563,3.25,100034.492188,-15.6500244141,-2.59302735329,-2.7863342762,5.79587888718,5.76786136627,4.42340564728,-0.810676276684,-53.3880767822,-1.79415273666,-2.44184803963,20.9136352539,24.3000011444,20.5006771088,-6.02951049805
2018-03-28 08:00:00,20.1788330078,-3.0963768959,1.15002441406,100803.109375,-18.950012207,-1.34188961983,3.89985346794,10.0019330978,4.7655172348,14.3492164612,-5.83398914337,-53.9499969482,-0.775568842888,-5.25271463394,19.4147033691,28.7000007629,27.4724769592,-8.24670410156
2018-03-28 11:00:00,23.0155334473,-2.3252954483,0.75,100957.148438,-18.7499847412,-4.02503395081,3.17969965935,12.2473096848,6.09476566315,16.170923233,-4.92718982697,-54.1028289795,1.24429440498,-4.18667221069,20.9139404297,22.8000011444,27.6422672272,-8.93112182617
2018-03-28 14:00:00,24.7265319824,-1.95363271236,0.549987792969,100985.820312,-18.6499938965,-5.22625255585,-1.21983647346,13.907658577,6.1944360733,17.7314624786,-3.6138086319,-55.3469085693,2.38403320312,-1.74752926826,22.8556213379,18.5488166809,28.6179409027,-9.34799194336
2018-03-28 17:00:00,23.1707458496,-2.85304689407,0.350006103516,101022.140625,-18.8499908447,-6.93982648849,-6.13408231735,14.2722826004,7.8994383812,19.2782859802,-2.93327140808,-55.6499938965,3.46521234512,0.0508593730628,21.9361572266,18.2000007629,32.4964256287,-9.09671020508
2018-03-28 20:00:00,18.1786499023,-2.90501451492,0.150024414062,101282.5,-18.7499847412,-8.52239513397,-6.9661989212,15.4181852341,9.7543554306,20.3904323578,-1.64844238758,-56.1499938965,2.56316161156,0.0535864233971,18.9707336426,20.4622497559,34.7215461731,-9.2490234375
2018-03-28 23:00:00,15.4291381836,-1.03602051735,-0.450012207031,101456.960938,-17.549987793,-7.91597652435,-9.76586055756,15.7284030914,6.06333732605,20.1099452972,-1.08395266533,-56.8620300293,1.14871096611,0.245139151812,16.5727844238,22.7000007629,31.5571689606,-8.67565917969
2018-03-29 08:00:00,15.0097961426,-6.20869350433,-2.54998779297,102138.9375,-17.0500183105,-11.5750246048,-13.7669315338,16.1258411407,6.92729711533,16.78972435,-6.71243858337,-58.3499908447,1.45682859421,2.36013674736,14.1099853516,25.8999996185,18.4492473602,-8.8557434082
2018-03-29 11:00:00,17.8114318848,-6.34470701218,-1.54998779297,102265.054688,-17.1500091553,-9.07508563995,-16.9536495209,13.7676830292,7.25427246094,13.7268724442,-5.23891115189,-58.2500152588,1.71917235851,1.55392324924,15.7256164551,14.0,15.720700264,-8.01672363281
2018-03-29 14:00:00,20.2172851562,-6.6687130928,-0.450012207031,102120.609375,-17.1499938965,-4.83386230469,-20.5999584198,12.7856492996,8.1350774765,13.5826559067,-3.99060058594,-57.549987793,2.80739498138,-0.407353520393,17.9838256836,13.1000003815,15.2999696732,-7.36654663086
2018-03-29 17:00:00,19.6546325684,-5.6581029892,0.554016113281,102003.898438,-17.549987793,-1.6975414753,-21.2000617981,12.3316793442,9.30338382721,14.918507576,-2.34862780571,-56.3499908447,4.10469961166,-2.0863134861,18.2525634766,13.6000003815,15.0010347366,-6.93508911133
2018-03-29 20:00:00,13.8500061035,-3.41805911064,1.15002441406,102236.78125,-17.6500091553,-1.73297607899,-22.3769359589,10.5820798874,7.89125490189,14.192522049,-0.231768786907,-55.549987793,5.31181001663,-1.07821047306,13.7217102051,17.5,14.2974309921,-7.2451171875
2018-03-29 23:00:00,10.3500061035,-0.748483896255,2.34997558594,102315.804688,-17.2499847412,-1.6345410347,-21.8999996185,10.295419693,10.4406909943,12.8695697784,1.04475092888,-54.5104827881,2.26411604881,1.36619865894,10.4688720703,20.899810791,16.8217048645,-6.84509277344
2018-03-30 08:00:00,11.0955810547,5.63714075089,2.25,102197.171875,-15.9499816895,1.99064695835,-10.700006485,10.3290939331,13.5426244736,12.1253509521,-0.750900864601,-53.8499908447,2.51087880135,8.40343284607,10.0502624512,18.8330154419,20.9413890839,-6.62683105469
2018-03-30 11:00:00,15.1822509766,7.11821269989,1.78894042969,102011.898438,-15.25,3.98751449585,-8.04635620117,12.4969377518,14.3569869995,14.1126804352,-0.827456057072,-53.6500091553,3.60309076309,8.42015647888,13.3778381348,14.2618961334,21.9005622864,-5.94146728516
2018-03-30 14:00:00,19.6499938965,6.21749973297,1.94998168945,101576.0,-14.25,4.78038072586,-3.08643198013,16.3669910431,16.8236885071,16.6513233185,1.07034671307,-53.3500213623,5.06768035889,5.91037321091,17.4100036621,17.674955368,22.6008739471,-5.2431640625
2018-03-30 17:00:00,18.8948364258,2.01175522804,2.35000610352,101331.179688,-14.049987793,1.87412106991,3.60969233513,16.5523681641,16.0531520844,16.4257202148,2.44381594658,-53.1499938965,5.00162601471,2.9787402153,17.7716369629,23.2487220764,22.9000797272,-5.64999389648
2018-03-30 20:00:00,15.8451843262,-0.869663059711,1.85000610352,101301.617188,-14.3500061035,2.37781739235,3.69993901253,15.5166864395,14.9287910461,16.3600826263,1.19122803211,-53.1111297607,2.09829330444,-0.655561506748,16.8399658203,29.6192417145,23.549905777,-7.04318237305
2018-03-30 23:00:00,13.6500244141,-1.06709718704,1.65002441406,101305.164062,-15.0500183105,3.2728369236,2.70994877815,12.4048995972,13.3805465698,17.5126113892,-1.43890619278,-53.3286590576,1.63832032681,-2.65728998184,14.0212402344,27.7911930084,24.0132884979,-7.7516784668
2018-03-31 14:00:00,22.9697875977,-2.28281497955,-0.350006103516,100808.273438,-18.3499908447,-1.18308591843,-0.699957311153,13.2996578217,10.3993701935,17.0462837219,-0.43984374404,-54.7500152588,2.602414608,-1.93087399006,21.3237609863,17.4339008331,42.6704483032,-8.34997558594
2018-03-31 17:00:00,25.1351318359,-4.52266120911,0.25,100589.03125,-18.3499908447,-0.936049759388,0.199969485402,16.3375377655,10.9952802658,21.6320896149,1.32309567928,-54.4499969482,3.95087885857,-2.9124341011,23.8749084473,18.9350643158,46.7550239563,-9.88531494141
2018-03-31 20:00:00,20.2167358398,-2.79327392578,0.0500183105469,100633.585938,-19.8499908447,-3.43756818771,1.69995725155,12.3637056351,9.39500999451,24.0061511993,1.72440183163,-54.1270141602,1.73063468933,-5.89710187912,21.8011474609,27.6000003815,49.6000976562,-11.3012695312
2018-03-31 23:00:00,17.6500244141,-2.83204102516,-0.306854248047,100786.460938,-20.2500152588,-8.61727046967,-5.78687429428,10.4758205414,6.54860830307,10.3207740784,-1.37366449833,-53.2499847412,-0.448166489601,-3.89561510086,19.2336425781,35.0564193726,34.6883430481,-10.75
2018-04-01 08:00:00,14.8809814453,-1.50088131428,-0.306884765625,100891.523438,-16.450012207,-3.55041003227,-20.39960289,6.3512301445,7.31301498413,3.53759264946,-2.13098144531,-55.3500213623,-0.14815184474,1.5264428854,13.8835144043,54.7999992371,-0.799954235554,-6.84997558594
2018-04-01 11:00:00,21.6033325195,-1.29311275482,1.451171875,100730.984375,-15.6402282715,-1.35056638718,-22.0000133514,8.34717750549,8.72116947174,7.3048582077,-0.891269505024,-55.1499938965,1.33920407295,0.963237285614,19.5341491699,35.7426223755,0.999990880489,-6.07934570312
2018-04-01 14:00:00,27.7672119141,-1.20103025436,3.01470947266,100414.53125,-14.7074584961,-2.09553694725,-19.3000125885,10.3853025436,9.34032917023,11.7753143311,2.56787109375,-54.7499847412,4.30490207672,0.395146489143,25.5762023926,20.7000007629,5.02930593491,-5.07934570312
2018-04-01 17:00:00,27.9406738281,-0.707636713982,4.29315185547,100191.046875,-14.8978271484,-2.63016343117,-11.9000120163,11.4098434448,10.133603096,13.6563644409,3.40521478653,-53.7500152588,4.88968992233,-0.665559053421,26.7799987793,19.2410469055,8.09988689423,-4.06021118164
2018-04-01 20:00:00,22.6549072266,-0.991555154324,3.82397460938,100214.960938,-14.8353271484,-3.3941795826,-7.56029081345,11.2432098389,11.4122438431,11.1143083572,1.74697744846,-53.8500213623,3.31786131859,-3.52438473701,24.1842651367,25.5191287994,10.1999330521,-3.91467285156
2018-04-01 23:00:00,20.1664428711,-1.93124997616,3.79870605469,100208.6875,-13.8238830566,-2.99685788155,-11.5001163483,10.1811199188,11.0119628906,9.21580505371,1.44927489758,-53.7646942139,3.39444565773,-2.52190923691,21.6116333008,31.0252075195,11.3426609039,-4.04998779297
2018-04-02 08:00:00,16.6643676758,-1.79220211506,4.8483581543,100204.460938,-13.4499816895,-5.10920381546,-9.9260597229,12.3824558258,6.43088626862,11.4285373688,-2.19061756134,-51.7499847412,-0.317749023438,-0.82188475132,15.6528015137,63.3999595642,12.990231514,-4.55487060547
2018-04-02 11:00:00,22.4291687012,-1.88330078125,5.34997558594,100201.929688,-14.049987793,-6.45073223114,-8.05674266815,12.0179004669,7.46166992188,13.2393941879,-1.55326414108,-51.5951080322,-1.01459717751,1.54009759426,20.3800048828,44.6268577576,18.0751171112,-4.22814941406
2018-04-02 14:00:00,27.9532165527,-0.44443115592,5.34997558594,100098.203125,-14.4499816895,-6.05860328674,-2.80986809731,11.6424341202,9.44893741608,14.9399414062,0.134728997946,-51.549987793,0.30493286252,3.03006839752,25.1932373047,27.8999996185,22.0414009094,-4.11340332031
2018-04-02 17:00:00,28.012512207,-1.93139159679,5.40234375,100042.710938,-15.0034790039,-2.06459474564,-3.87174797058,10.2965431213,7.43038320541,13.0407934189,0.834941387177,-51.7499847412,-1.34756588936,0.109353028238,26.6649780273,24.1000003815,29.0699672699,-4.25
2018-04-03 08:00:00,14.2985229492,8.34026145935,-1.34963989258,101859.085938,-16.25,2.53269767761,-0.900073230267,20.9995059967,10.1168603897,25.5027542114,-3.00049424171,-53.3500213623,-4.05466794968,8.76264381409,13.5500183105,15.4000005722,37.9563713074,-6.34802246094
2018-04-03 11:00:00,12.9441833496,9.99713802338,-3.05001831055,102056.40625,-15.8424072266,5.08213853836,1.00000607967,23.057472229,8.61642074585,29.8872356415,-3.46166014671,-54.0500183105,-5.01463985443,7.86749744415,11.9677429199,27.0,38.799987793,-5.83453369141
2018-04-04 08:00:00,5.4455871582,-0.729912102222,-3.31057739258,102642.171875,-19.0623931885,-1.76718986034,-15.3000364304,14.7436571121,8.23933124542,26.7904415131,-1.99867188931,-55.4499969482,-1.09422111511,-1.50544917583,4.45739746094,57.1000022888,43.1270103455,-10.4465332031
2018-04-04 11:00:00,8.7678527832,3.28376221657,-4.11059570312,102518.609375,-16.7420654297,7.12625980377,-13.4934082031,13.1253709793,6.37764167786,29.2938232422,-3.86626458168,-55.5500183105,1.44762933254,2.52699708939,6.80786132812,16.0,43.3714561462,-10.5983276367
2018-04-04 14:00:00,8.23828125,11.9408836365,-6.44998168945,102385.40625,-14.7018737793,16.1426391602,-6.90003681183,15.1558980942,2.01545405388,28.9825572968,-0.303049296141,-55.2500152588,1.3672606945,5.21596670151,7.36236572266,16.5249404907,37.6071891785,-9.248046875
2018-04-04 17:00:00,6.30908203125,15.8161449432,-6.92398071289,102285.867188,-14.825958252,11.5034666061,-7.80001211166,25.2797641754,7.14452600479,31.8185825348,-1.06469237804,-53.8809967041,-5.53572511673,9.37088108063,5.55358886719,35.3738517761,37.5535583496,-7.8681640625
2018-04-04 20:00:00,3.01135253906,4.88562250137,-5.72399902344,102280.210938,-16.049987793,5.52266359329,-0.893493652344,24.5160560608,17.9997673035,26.6998386383,-2.32119131088,-53.2142028809,-1.99422597885,4.28381347656,2.69250488281,72.4048614502,41.500415802,-9.69512939453
2018-04-04 23:00:00,0.894012451172,-0.970629870892,-7.18151855469,102245.335938,-14.8214416504,12.2270383835,4.99317026138,19.254283905,17.1518230438,27.0793037415,-0.824777841568,-53.0500183105,1.85539793968,-1.35367918015,0.721374511719,99.0,40.0156555176,-9.14825439453
2018-04-05 08:00:00,1.72799682617,-7.63983869553,-7.71508789062,101788.554688,-19.5440826416,5.92882299423,22.000005722,30.0866756439,16.195558548,34.5739097595,3.15089583397,-52.3499908447,2.60840559006,1.12242424488,1.56936645508,91.5,52.1139526367,-11.7353820801
